Item Number,Product Description,Vendor Product Number,Funding per Unit,Promotional Case Cost,Promtional Retail Price,Start Date,End Date,ID
101543215,COURVOISIER VSOP 70CL 40%,,4.21,,28,26/01/2022,15/02/2022,Agreement.Promotion.4726258
101575364,THE FAMOUS GROUSE SMOKY BLACK 40% 70CL,,2.27,,14,26/01/2022,15/02/2022,Agreement.Promotion.4726619
109637241,HIGHLAND PARK DRAGON LEGEND SINGLE MALT SCOTCH WHISKY 70CL (ABV 43.1%),,4.31,,30,26/01/2022,15/02/2022,Agreement.Promotion.4728159
101557431,JIM BEAM BOURBON 70CL 40%,,1.91,,14,26/01/2022,15/02/2022,Agreement.Promotion.4728234
110772554,LAPHROAIG ISLAY SINGLE MALT SCOTCH WHISKY AGED 10 YEARS 70CL (ABV 40%),,5.04,,28,26/01/2022,15/02/2022,Agreement.Promotion.4728356
110733336,ROKU GIN THE JAPANESE CRAFT GIN 700ML (ABV 43%),,2.11,,25,26/01/2022,15/02/2022,Agreement.Promotion.4728437
101525578,FAMOUS GROUSE WHISKY 70CL 40%,,1.85,,14,26/01/2022,15/02/2022,Agreement.Promotion.4728730
101525578,FAMOUS GROUSE WHISKY 70CL 40%,,2.81,,13,26/01/2022,15/02/2022,Agreement.Promotion.4737507
101527670,SOURZ APPLE 70CL 15%,,1.58,,8,26/01/2022,15/02/2022,Agreement.Promotion.4744291
108599131,SOURZ CHERRY 15% 70CL,,1.58,,8,26/01/2022,15/02/2022,Agreement.Promotion.4744291
