Item Number,Product Description,Vendor Product Number,Funding per Unit,Promotional Case Cost,Promtional Retail Price,Start Date,End Date,ID
108716781,BUNDABERG ROOT BEER 4 X 375ML BOTTLES,,0.45,,3.50,3/17/2021,4/6/2021,Agreement.Promotion.2928836
108786463,BUNDABERG GINGER BEER 4 X 375ML,,0.45,,3.50,3/17/2021,4/6/2021,Agreement.Promotion.2928836
100157048,IRN BRU 1LTR,,0.21,,0.85,3/17/2021,4/6/2021,Agreement.Promotion.2933608
100157056,IRN BRU DIET 1LTR,,0.21,,0.85,3/17/2021,4/6/2021,Agreement.Promotion.2933608
100157110,IRN BRU 2LTR,,0.38,,1.25,3/17/2021,4/6/2021,Agreement.Promotion.2933659
100157128,IRN BRU SUGAR FREE 2LTR,,0.38,,1.25,3/17/2021,4/6/2021,Agreement.Promotion.2933659
108320962,IRN BRU XTRA 2L,,0.38,,1.25,3/17/2021,4/6/2021,Agreement.Promotion.2933659
111048841,IRN-BRU 6 330ML CANS,,0.40,,0.00,3/17/2021,4/6/2021,Agreement.Promotion.2933699
111048971,IRN-BRU XTRA 6 330ML CANS,,0.40,,0.00,3/17/2021,4/6/2021,Agreement.Promotion.2933699
111049085,IRN-BRU SUGAR FREE 6 330ML CANS,,0.40,,0.00,3/17/2021,4/6/2021,Agreement.Promotion.2933699
104460829,IRN BRU 8 330ML CANS,,0.32,,3.00,3/17/2021,4/6/2021,Agreement.Promotion.2933728
104461899,IRN BRU SUGAR FREE 8 330ML CANS,,0.32,,3.00,3/17/2021,4/6/2021,Agreement.Promotion.2933728
108321068,IRN BRU XTRA 8 X 330ML,,0.32,,3.00,3/17/2021,4/6/2021,Agreement.Promotion.2933728
100143682,IRN BRU 8X250ML,,0.27,,2.50,3/17/2021,4/6/2021,Agreement.Promotion.2933790
100143703,IRN BRU SUGAR FREE 8X250ML,,0.27,,2.50,3/17/2021,4/6/2021,Agreement.Promotion.2933790
111268421,BARR AMERICAN CREAM SODA 6 X 330ML,,0.06,,1.79,3/17/2021,4/6/2021,Agreement.Promotion.2980660
111268510,BARR CHERRYADE 6 X 330ML,,0.06,,1.79,3/17/2021,4/6/2021,Agreement.Promotion.2980660
111268587,BARR COLA 6 X 330ML,,0.06,,1.79,3/17/2021,4/6/2021,Agreement.Promotion.2980660
111268675,BARR LEMONADE 6 X 330ML,,0.06,,1.79,3/17/2021,4/6/2021,Agreement.Promotion.2980660
111268739,BARR LIMEADE 6 X 330ML,,0.06,,1.79,3/17/2021,4/6/2021,Agreement.Promotion.2980660
110383920,RUBICON SPRING ORANGE MANGO 1.5L,,0.10,,1.25,3/17/2021,4/6/2021,Agreement.Promotion.2980689
110383954,RUBICON SPRING STRAWBERRY KIWI 1.5L,,0.10,,1.25,3/17/2021,4/6/2021,Agreement.Promotion.2980689
105133301,Ka Black Grape 2L,,0.17,,0.00,4/7/2021,4/27/2021,Agreement.Promotion.2929824
105134822,Ka Fruit Punch 2L,,0.17,,0.00,4/7/2021,4/27/2021,Agreement.Promotion.2929824
105137863,Ka Pineapple 2L,,0.17,,0.00,4/7/2021,4/27/2021,Agreement.Promotion.2929824
100144212,IRN BRU 24X330ML,,0.26,,7.00,4/7/2021,4/27/2021,Agreement.Promotion.2987960
100144247,IRN BRU SUGAR FREE 24X330ML,,0.26,,7.00,4/7/2021,4/27/2021,Agreement.Promotion.2987960
108321033,IRN BRU XTRA 24 X 330ML,,0.26,,7.00,4/7/2021,4/27/2021,Agreement.Promotion.2987960
100144319,BARR COLA 2 LIITRE,,0.03,,0.90,4/7/2021,4/27/2021,Agreement.Promotion.2987979
100144335,BARR CREAM SODA 2 LITRE,,0.03,,0.90,4/7/2021,4/27/2021,Agreement.Promotion.2987979
100144343,BARR LIMEADE 2 LITRE,,0.03,,0.90,4/7/2021,4/27/2021,Agreement.Promotion.2987979
100157769,BARR LEMONADE 2 LITRE,,0.03,,0.90,4/7/2021,4/27/2021,Agreement.Promotion.2987979
100157793,BARR LEMONADE DIET 2 LITRE,,0.03,,0.90,4/7/2021,4/27/2021,Agreement.Promotion.2987979
105920399,A G BARR DANDELION & BURDOCK 2LTR,,0.03,,0.90,4/7/2021,4/27/2021,Agreement.Promotion.2987979
105920575,BARR RED KOLA 2LTR,,0.03,,0.90,4/7/2021,4/27/2021,Agreement.Promotion.2987979
105920621,TIZER 2LTR,,0.03,,0.90,4/7/2021,4/27/2021,Agreement.Promotion.2987979
110960846,BARR DIET COLA 2L,,0.03,,0.90,4/7/2021,4/27/2021,Agreement.Promotion.2987979
111048841,IRN-BRU 6 330ML CANS,,0.40,,,4/7/2021,4/27/2021,Agreement.Promotion.2988171
111048971,IRN-BRU XTRA 6 330ML CANS,,0.40,,,4/7/2021,4/27/2021,Agreement.Promotion.2988171
111049085,IRN-BRU SUGAR FREE 6 330ML CANS,,0.40,,,4/7/2021,4/27/2021,Agreement.Promotion.2988171
108716781,BUNDABERG ROOT BEER 4 X 375ML BOTTLES,,0.45,,3.50,4/7/2021,4/27/2021,Agreement.Promotion.2988263
108786463,BUNDABERG GINGER BEER 4 X 375ML,,0.45,,3.50,4/7/2021,4/27/2021,Agreement.Promotion.2988263
100157048,IRN BRU 1LTR,,0.21,,0.85,4/7/2021,4/27/2021,Agreement.Promotion.2988332
100157056,IRN BRU DIET 1LTR,,0.21,,0.85,4/7/2021,4/27/2021,Agreement.Promotion.2988332
100157110,IRN BRU 2LTR,,0.38,,1.25,4/7/2021,4/27/2021,Agreement.Promotion.2988350
100157128,IRN BRU SUGAR FREE 2LTR,,0.38,,1.25,4/7/2021,4/27/2021,Agreement.Promotion.2988350
108320962,IRN BRU XTRA 2L,,0.38,,1.25,4/7/2021,4/27/2021,Agreement.Promotion.2988350
104460829,IRN BRU 8 330ML CANS,,0.32,,3.00,4/7/2021,4/27/2021,Agreement.Promotion.2988372
104461899,IRN BRU SUGAR FREE 8 330ML CANS,,0.32,,3.00,4/7/2021,4/27/2021,Agreement.Promotion.2988372
108321068,IRN BRU XTRA 8 X 330ML,,0.32,,3.00,4/7/2021,4/27/2021,Agreement.Promotion.2988372
100143682,IRN BRU 8X250ML,,0.27,,2.50,4/7/2021,4/27/2021,Agreement.Promotion.2988401
100143703,IRN BRU SUGAR FREE 8X250ML,,0.27,,2.50,4/7/2021,4/27/2021,Agreement.Promotion.2988401
110383920,RUBICON SPRING ORANGE MANGO 1.5L,,0.10,,1.25,4/7/2021,4/27/2021,Agreement.Promotion.2991845
110383954,RUBICON SPRING STRAWBERRY KIWI 1.5L,,0.10,,1.25,4/7/2021,4/27/2021,Agreement.Promotion.2991845
100144212,IRN BRU 24X330ML,,0.26,,7.00,4/28/2021,5/25/2021,Agreement.Promotion.3052731
100144247,IRN BRU SUGAR FREE 24X330ML,,0.26,,7.00,4/28/2021,5/25/2021,Agreement.Promotion.3052731
108321033,IRN BRU XTRA 24 X 330ML,,0.26,,7.00,4/28/2021,5/25/2021,Agreement.Promotion.3052731
111048841,IRN-BRU 6 330ML CANS,,0.40,,0.00,4/28/2021,5/25/2021,Agreement.Promotion.3052769
111048971,IRN-BRU XTRA 6 330ML CANS,,0.40,,0.00,4/28/2021,5/25/2021,Agreement.Promotion.3052769
111049085,IRN-BRU SUGAR FREE 6 330ML CANS,,0.40,,0.00,4/28/2021,5/25/2021,Agreement.Promotion.3052769
100157048,IRN BRU 1LTR,,0.21,,0.85,4/28/2021,5/25/2021,Agreement.Promotion.3052801
100157056,IRN BRU DIET 1LTR,,0.21,,0.85,4/28/2021,5/25/2021,Agreement.Promotion.3052801
104460829,IRN BRU 8 330ML CANS,,0.32,,3.00,4/28/2021,5/25/2021,Agreement.Promotion.3052819
104461899,IRN BRU SUGAR FREE 8 330ML CANS,,0.32,,3.00,4/28/2021,5/25/2021,Agreement.Promotion.3052819
108321068,IRN BRU XTRA 8 X 330ML,,0.32,,3.00,4/28/2021,5/25/2021,Agreement.Promotion.3052819
100157110,IRN BRU 2LTR,,0.38,,1.25,4/28/2021,5/25/2021,Agreement.Promotion.3052841
100157128,IRN BRU SUGAR FREE 2LTR,,0.38,,1.25,4/28/2021,5/25/2021,Agreement.Promotion.3052841
108320962,IRN BRU XTRA 2L,,0.38,,1.25,4/28/2021,5/25/2021,Agreement.Promotion.3052841
110383920,RUBICON SPRING ORANGE MANGO 1.5L,,0.10,,1.25,4/28/2021,5/25/2021,Agreement.Promotion.3052862
110383954,RUBICON SPRING STRAWBERRY KIWI 1.5L,,0.10,,1.25,4/28/2021,5/25/2021,Agreement.Promotion.3052862
100101036,RUBICON GUAVA JUICE DRINK 1LTR,,0.08,,0.00,4/28/2021,8/17/2021,Agreement.Promotion.3116828
100101044,RUBICON MANGO JUICE 1L,,0.08,,0.00,4/28/2021,8/17/2021,Agreement.Promotion.3116828
110048099,RUBICON LYCHEE 1L,,0.08,,0.00,4/28/2021,8/17/2021,Agreement.Promotion.3116828
110355814,RUBICON PASSION 1 LITRE,,0.08,,0.00,4/28/2021,8/17/2021,Agreement.Promotion.3116828
110846285,SUN EXOTIC PINEAPPLE & COCONUT 1L,,0.08,,0.00,4/28/2021,8/17/2021,Agreement.Promotion.3116828
111048841,IRN-BRU 6 330ML CANS,,0.40,,0.00,5/26/2021,6/22/2021,Agreement.Promotion.3147827
111048971,IRN-BRU XTRA 6 330ML CANS,,0.40,,0.00,5/26/2021,6/22/2021,Agreement.Promotion.3147827
111049085,IRN-BRU SUGAR FREE 6 330ML CANS,,0.40,,0.00,5/26/2021,6/22/2021,Agreement.Promotion.3147827
104460829,IRN BRU 8 330ML CANS,,0.32,,3.00,5/26/2021,6/22/2021,Agreement.Promotion.3147870
104461899,IRN BRU SUGAR FREE 8 330ML CANS,,0.32,,3.00,5/26/2021,6/22/2021,Agreement.Promotion.3147870
108321068,IRN BRU XTRA 8 X 330ML,,0.32,,3.00,5/26/2021,6/22/2021,Agreement.Promotion.3147870
100144212,IRN BRU 24X330ML,,0.26,,7.00,5/26/2021,6/22/2021,Agreement.Promotion.3147905
100144247,IRN BRU SUGAR FREE 24X330ML,,0.26,,7.00,5/26/2021,6/22/2021,Agreement.Promotion.3147905
108321033,IRN BRU XTRA 24 X 330ML,,0.26,,7.00,5/26/2021,6/22/2021,Agreement.Promotion.3147905
100144319,BARR COLA 2 LIITRE,,0.03,,0.90,5/26/2021,6/22/2021,Agreement.Promotion.3147947
100144335,BARR CREAM SODA 2 LITRE,,0.03,,0.90,5/26/2021,6/22/2021,Agreement.Promotion.3147947
100144343,BARR LIMEADE 2 LITRE,,0.03,,0.90,5/26/2021,6/22/2021,Agreement.Promotion.3147947
100157769,BARR LEMONADE 2 LITRE,,0.03,,0.90,5/26/2021,6/22/2021,Agreement.Promotion.3147947
100157793,BARR LEMONADE DIET 2 LITRE,,0.03,,0.90,5/26/2021,6/22/2021,Agreement.Promotion.3147947
105920399,A G BARR DANDELION & BURDOCK 2LTR,,0.03,,0.90,5/26/2021,6/22/2021,Agreement.Promotion.3147947
105920575,BARR RED KOLA 2LTR,,0.03,,0.90,5/26/2021,6/22/2021,Agreement.Promotion.3147947
105920621,TIZER 2LTR,,0.03,,0.90,5/26/2021,6/22/2021,Agreement.Promotion.3147947
110960846,BARR DIET COLA 2L,,0.03,,0.90,5/26/2021,6/22/2021,Agreement.Promotion.3147947
105133301,Ka Black Grape 2L,,0.17,,0.00,5/26/2021,6/22/2021,Agreement.Promotion.3228060
105134822,Ka Fruit Punch 2L,,0.17,,0.00,5/26/2021,6/22/2021,Agreement.Promotion.3228060
105137863,Ka Pineapple 2L,,0.17,,0.00,5/26/2021,6/22/2021,Agreement.Promotion.3228060
111580159,RUBICON SPARKLING MANGO 6 X 330ML,,0.21,,2.50,5/26/2021,7/20/2021,Agreement.Promotion.3228091
111580280,RUBICON SPARKLING PASSION 6 X 330ML,,0.21,,2.50,5/26/2021,7/20/2021,Agreement.Promotion.3228091
100157110,IRN BRU 2LTR,,0.36,,1.25,6/23/2021,7/20/2021,Agreement.Promotion.3181844
100157128,IRN BRU SUGAR FREE 2LTR,,0.36,,1.25,6/23/2021,7/20/2021,Agreement.Promotion.3181844
108320962,IRN BRU XTRA 2L,,0.36,,1.25,6/23/2021,7/20/2021,Agreement.Promotion.3181844
111048841,IRN-BRU 6 330ML CANS,,0.40,,0.00,6/23/2021,7/20/2021,Agreement.Promotion.3181956
111048971,IRN-BRU XTRA 6 330ML CANS,,0.40,,0.00,6/23/2021,7/20/2021,Agreement.Promotion.3181956
111049085,IRN-BRU SUGAR FREE 6 330ML CANS,,0.40,,0.00,6/23/2021,7/20/2021,Agreement.Promotion.3181956
100157048,IRN BRU 1LTR,,0.21,,1.00,6/23/2021,7/20/2021,Agreement.Promotion.3182085
100157056,IRN BRU DIET 1LTR,,0.21,,1.00,6/23/2021,7/20/2021,Agreement.Promotion.3182085
100144212,IRN BRU 24X330ML,,0.26,,7.00,6/23/2021,7/20/2021,Agreement.Promotion.3182106
100144247,IRN BRU SUGAR FREE 24X330ML,,0.26,,7.00,6/23/2021,7/20/2021,Agreement.Promotion.3182106
108321033,IRN BRU XTRA 24 X 330ML,,0.26,,7.00,6/23/2021,7/20/2021,Agreement.Promotion.3182106
108716781,BUNDABERG ROOT BEER 4 X 375ML BOTTLES,,0.45,,3.50,6/23/2021,7/20/2021,Agreement.Promotion.3182174
108786463,BUNDABERG GINGER BEER 4 X 375ML,,0.45,,3.50,6/23/2021,7/20/2021,Agreement.Promotion.3182174
110383920,RUBICON SPRING ORANGE MANGO 1.5L,,0.10,,1.25,6/23/2021,7/20/2021,Agreement.Promotion.3182193
110383954,RUBICON SPRING STRAWBERRY KIWI 1.5L,,0.10,,1.25,6/23/2021,7/20/2021,Agreement.Promotion.3182193
104460829,IRN BRU 8 330ML CANS,,0.32,,3.00,6/23/2021,7/20/2021,Agreement.Promotion.3182212
104461899,IRN BRU SUGAR FREE 8 330ML CANS,,0.32,,3.00,6/23/2021,7/20/2021,Agreement.Promotion.3182212
108321068,IRN BRU XTRA 8 X 330ML,,0.32,,3.00,6/23/2021,7/20/2021,Agreement.Promotion.3182212
111268421,BARR AMERICAN CREAM SODA 6 X 330ML,,0.06,,1.75,6/23/2021,7/20/2021,Agreement.Promotion.3214140
111268510,BARR CHERRYADE 6 X 330ML,,0.06,,1.75,6/23/2021,7/20/2021,Agreement.Promotion.3214140
111268587,BARR COLA 6 X 330ML,,0.06,,1.75,6/23/2021,7/20/2021,Agreement.Promotion.3214140
111268675,BARR LEMONADE 6 X 330ML,,0.06,,1.75,6/23/2021,7/20/2021,Agreement.Promotion.3214140
111268739,BARR LIMEADE 6 X 330ML,,0.06,,1.75,6/23/2021,7/20/2021,Agreement.Promotion.3214140
105133301,Ka Black Grape 2L,,0.17,,0.00,7/21/2021,9/14/2021,Agreement.Promotion.3414653
105134822,Ka Fruit Punch 2L,,0.17,,0.00,7/21/2021,9/14/2021,Agreement.Promotion.3414653
105137863,Ka Pineapple 2L,,0.17,,0.00,7/21/2021,9/14/2021,Agreement.Promotion.3414653
105134785,Rubicon Passion 2L,,0.17,,1.25,7/21/2021,8/17/2021,Agreement.Promotion.3414659
105137986,Rubicon Mango 2L,,0.17,,1.25,7/21/2021,8/17/2021,Agreement.Promotion.3414659
106047755,RUBICON SPARKLING LYCHEE 2L,,0.17,,1.25,7/21/2021,8/17/2021,Agreement.Promotion.3414659
110688361,RUBICON MANGO ZERO ADDED SUGAR 2L,,0.17,,1.25,7/21/2021,8/17/2021,Agreement.Promotion.3414659
110383920,RUBICON SPRING ORANGE MANGO 1.5L,,0.10,,1.25,7/21/2021,8/17/2021,Agreement.Promotion.3425981
110383954,RUBICON SPRING STRAWBERRY KIWI 1.5L,,0.10,,1.25,7/21/2021,8/17/2021,Agreement.Promotion.3425981
100157110,IRN BRU 2LTR,,0.36,,1.25,8/18/2021,9/14/2021,Agreement.Promotion.3561672
100157128,IRN BRU SUGAR FREE 2LTR,,0.36,,1.25,8/18/2021,9/14/2021,Agreement.Promotion.3561672
108320962,IRN BRU XTRA 2L,,0.36,,1.25,8/18/2021,9/14/2021,Agreement.Promotion.3561672
111048841,IRN-BRU 6 330ML CANS,,0.40,,0.00,8/18/2021,9/14/2021,Agreement.Promotion.3561694
111048971,IRN-BRU XTRA 6 330ML CANS,,0.40,,0.00,8/18/2021,9/14/2021,Agreement.Promotion.3561694
111049085,IRN-BRU SUGAR FREE 6 330ML CANS,,0.40,,0.00,8/18/2021,9/14/2021,Agreement.Promotion.3561694
100143682,IRN BRU 8X250ML,,0.27,,2.50,8/18/2021,9/14/2021,Agreement.Promotion.3561748
100143703,IRN BRU SUGAR FREE 8X250ML,,0.27,,2.50,8/18/2021,9/14/2021,Agreement.Promotion.3561748
100144212,IRN BRU 24X330ML,,0.26,,7.00,8/18/2021,9/14/2021,Agreement.Promotion.3561775
100144247,IRN BRU SUGAR FREE 24X330ML,,0.26,,7.00,8/18/2021,9/14/2021,Agreement.Promotion.3561775
108321033,IRN BRU XTRA 24 X 330ML,,0.26,,7.00,8/18/2021,9/14/2021,Agreement.Promotion.3561775
100144319,BARR COLA 2 LIITRE,,0.03,,0.90,8/18/2021,9/14/2021,Agreement.Promotion.3561807
100144335,BARR CREAM SODA 2 LITRE,,0.03,,0.90,8/18/2021,9/14/2021,Agreement.Promotion.3561807
100144343,BARR LIMEADE 2 LITRE,,0.03,,0.90,8/18/2021,9/14/2021,Agreement.Promotion.3561807
100157769,BARR LEMONADE 2 LITRE,,0.03,,0.90,8/18/2021,9/14/2021,Agreement.Promotion.3561807
100157793,BARR LEMONADE DIET 2 LITRE,,0.03,,0.90,8/18/2021,9/14/2021,Agreement.Promotion.3561807
105920399,A G BARR DANDELION & BURDOCK 2LTR,,0.03,,0.90,8/18/2021,9/14/2021,Agreement.Promotion.3561807
105920575,BARR RED KOLA 2LTR,,0.03,,0.90,8/18/2021,9/14/2021,Agreement.Promotion.3561807
105920621,TIZER 2LTR,,0.03,,0.90,8/18/2021,9/14/2021,Agreement.Promotion.3561807
104460829,IRN BRU 8 330ML CANS,,0.32,,3.00,8/18/2021,9/14/2021,Agreement.Promotion.3561846
104461899,IRN BRU SUGAR FREE 8 330ML CANS,,0.32,,3.00,8/18/2021,9/14/2021,Agreement.Promotion.3561846
108321068,IRN BRU XTRA 8 X 330ML,,0.32,,3.00,8/18/2021,9/14/2021,Agreement.Promotion.3561846
108716781,BUNDABERG ROOT BEER 4 X 375ML BOTTLES,,0.45,,3.50,8/18/2021,9/14/2021,Agreement.Promotion.3561871
108786463,BUNDABERG GINGER BEER 4 X 375ML,,0.45,,3.50,8/18/2021,9/14/2021,Agreement.Promotion.3561871
111268421,BARR AMERICAN CREAM SODA 6 X 330ML,,0.06,,1.75,8/18/2021,9/14/2021,Agreement.Promotion.3561890
111268510,BARR CHERRYADE 6 X 330ML,,0.06,,1.75,8/18/2021,9/14/2021,Agreement.Promotion.3561890
111268587,BARR COLA 6 X 330ML,,0.06,,1.75,8/18/2021,9/14/2021,Agreement.Promotion.3561890
111268675,BARR LEMONADE 6 X 330ML,,0.06,,1.75,8/18/2021,9/14/2021,Agreement.Promotion.3561890
111268739,BARR LIMEADE 6 X 330ML,,0.06,,1.75,8/18/2021,9/14/2021,Agreement.Promotion.3561890
110355849,KA SPARKLING FRUIT PUNCH 330ML,,0.03,,0.00,8/18/2021,9/14/2021,Agreement.Promotion.3721267
110355873,KA SPARKLING BLACK GRAPE 330ML,,0.03,,0.00,8/18/2021,9/14/2021,Agreement.Promotion.3721267
