,Salitix_Client_Number,Salitix_Customer_Number,SAL_Invoice_Type,Unit_Funding_Type,Reference_Number,Line_Description,Deal_Type,Invoice_No,Invoice_Date,Promotion_No,Product_No,Start_Date,End_Date,Quantity,Unit_Price,Net_Amount,VAT_Rate,Gross_Amount,Store_Format,Invoice_Description,Acquisition_Ind
0,CL023,ASD01,PR,E,,,Volume Agreement,7000002601,2024-01-05,1000265024,51366584.0,2024-01-01,2024-01-03,13.0,3.5,45.5,0.2,54.6,,,Automatic
1,CL023,ASD01,PR,E,,,Volume Agreement,7000002601,2024-01-05,1000265024,51366583.0,2024-01-01,2024-01-03,26.0,3.5,91.0,0.2,109.2,,,Automatic
2,CL023,ASD01,FX,,,,Fixed Agreement,7000076173,2020-06-24,1000045011,,2020-06-01,2020-06-01,,,889.82,0.2,1067.784,,ASDA Media Partnership Income,Automatic
3,CL023,ASD01,PR,E,,,Volume Agreement,7000091511,2021-06-30,1000088419,50863352.0,2021-06-01,2021-06-30,11877.0,0.12,1425.2400000000002,0.2,1710.2880000000002,,,Automatic
4,CL023,ASD01,PR,E,,,Volume Agreement,7000091511,2021-06-30,1000088419,9620082.0,2021-06-01,2021-06-30,17937.0,0.12,2152.4400000000005,0.2,2582.9280000000003,,,Automatic
5,CL023,ASD01,FX,,,,Fixed Agreement,7000185707,2019-12-18,1000018619,,2019-11-28,2019-11-28,,,19379.88,0.0,19379.88,,Other (By Exception Only),Automatic
6,CL023,ASD01,PR,E,,,Volume Agreement,7000002622,2024-01-05,1000267055,50228275.0,2024-01-01,2024-01-03,3530.0,1.1,3883.0000000000005,0.2,4659.6,,,Automatic
7,CL023,ASD01,MS,,,,VOLUME REBATE,7000002649,2019-01-01,,,2019-01-01,2019-01-01,,,14355.48,0.2,17226.575999999997,,VOLUME REBATE Look on image,Automatic
8,CL023,ASD01,MS,,,,VOLUME REBATE,7000002666,2019-01-01,,,2019-01-01,2019-01-01,,,203444.67,0.2,244133.604,,VOLUME REBATE Look on image,Automatic
9,CL023,ASD01,MS,,,,VOLUME REBATE,7000002710,2019-01-01,,,2019-01-01,2019-01-01,,,165056.00,0.2,198067.19999999998,,VOLUME REBATE Look on image,Automatic
10,CL023,ASD01,MS,,,,VOLUME REBATE,7000002720,2019-01-01,,,2019-01-01,2019-01-01,,,10639.28,0.2,12767.136,,VOLUME REBATE Look on image,Automatic
11,CL023,ASD01,MS,,,,VOLUME REBATE,7000002743,2019-01-01,,,2019-01-01,2019-01-01,,,3349.60,0.2,4019.5199999999995,,VOLUME REBATE Look on image,Automatic
12,CL023,ASD01,MS,,,,VOLUME REBATE,7000002750,2019-01-01,,,2019-01-01,2019-01-01,,,3758.11,0.2,4509.732,,VOLUME REBATE Look on image,Automatic
13,CL023,ASD01,MS,,,,VOLUME REBATE,7000002850,2019-01-01,,,2019-01-01,2019-01-01,,,12733.00,0.2,15279.599999999999,,VOLUME REBATE Look on image,Automatic
14,CL023,ASD01,MS,,,,VOLUME REBATE,7000002896,2019-01-01,,,2019-01-01,2019-01-01,,,4460.00,0.2,5352.0,,VOLUME REBATE Look on image,Automatic
15,CL023,ASD01,MS,,,,VOLUME REBATE,7000002900,2019-01-01,,,2019-01-01,2019-01-01,,,5819.84,0.2,6983.808,,VOLUME REBATE Look on image,Automatic
16,CL023,ASD01,MS,,,,VOLUME REBATE,7000002977,2019-01-01,,,2019-01-01,2019-01-01,,,24572.80,0.2,29487.359999999997,,VOLUME REBATE Look on image,Automatic
17,CL023,ASD01,PR,E,,,Volume Agreement,7000003000,2024-01-02,1000246424,60009475.0,2023-12-01,2023-12-31,58452.0,1.5,87678.0,0.2,105213.59999999999,,,Automatic
18,CL023,ASD01,FX,,,,Fixed Agreement,7000003476,2022-01-27,1000161991,,2022-01-26,2022-01-26,,,297.89,0.2,357.46799999999996,,ASDA Media Partnership Income,Automatic
19,CL023,ASD01,PR,E,,,Volume Agreement,7000003512,2024-01-05,1000258829,51294222.0,2024-01-01,2024-01-03,68.0,0.3,20.4,0.2,24.479999999999997,,,Automatic
20,CL023,ASD01,MS,,,,,7000004412,2021-01-15,,,2021-01-15,2021-01-15,,,20.00,0.0,20.0,, Look on image,Automatic
21,CL023,ASD01,FX,,,,Fixed Agreement,7000004952,2021-01-27,1000084228,,2021-01-27,2021-01-27,,,786.01,0.2,943.212,,ASDA Media Partnership Income,Automatic
22,CL023,ASD01,MS,,,,VOLUME REBATE,7000005026,2019-01-06,,,2019-01-06,2019-01-06,,,1551.00,0.2,1861.1999999999998,,VOLUME REBATE Look on image,Automatic
23,CL023,ASD01,MS,,,,VOLUME REBATE,7000005062,2019-01-06,,,2019-01-06,2019-01-06,,,2068.95,0.2,2482.74,,VOLUME REBATE Look on image,Automatic
24,CL023,ASD01,MS,,,,VOLUME REBATE,7000005065,2019-01-06,,,2019-01-06,2019-01-06,,,85.51,0.2,102.61200000000001,,VOLUME REBATE Look on image,Automatic
25,CL023,ASD01,MS,,,,VOLUME REBATE,7000005073,2019-01-06,,,2019-01-06,2019-01-06,,,405.60,0.2,486.72,,VOLUME REBATE Look on image,Automatic
26,CL023,ASD01,MS,,,,VOLUME REBATE,7000005088,2019-01-06,,,2019-01-06,2019-01-06,,,852.50,0.2,1023.0,,VOLUME REBATE Look on image,Automatic
27,CL023,ASD01,MS,,,,VOLUME REBATE,7000005126,2019-01-06,,,2019-01-06,2019-01-06,,,55.80,0.2,66.96,,VOLUME REBATE Look on image,Automatic
28,CL023,ASD01,MS,,,,VOLUME REBATE,7000005144,2019-01-06,,,2019-01-06,2019-01-06,,,1005.90,0.2,1207.08,,VOLUME REBATE Look on image,Automatic
29,CL023,ASD01,MS,,,,VOLUME REBATE,7000005204,2019-01-06,,,2019-01-06,2019-01-06,,,151.67,0.2,182.004,,VOLUME REBATE Look on image,Automatic
30,CL023,ASD01,FX,,,,Fixed Agreement,7000005284,2022-01-27,1000160887,,2022-01-26,2022-01-26,,,992.36,0.2,1190.8319999999999,,ASDA Media Partnership Income,Automatic
31,CL023,ASD01,MS,,,,VOLUME REBATE,7000005351,2019-01-06,,,2019-01-06,2019-01-06,,,119.00,0.2,142.79999999999998,,VOLUME REBATE Look on image,Automatic
32,CL023,ASD01,FX,,,,Fixed Agreement,7000005364,2022-01-27,1000162046,,2022-01-26,2022-01-26,,,283.73,0.2,340.476,,ASDA Media Partnership Income,Automatic
33,CL023,ASD01,FX,,,,Fixed Agreement,7000023383,2022-03-01,1000168047,,2022-02-28,2022-02-28,,,163.81,0.2,196.572,,ASDA Media Partnership Income,Automatic
34,CL023,ASD01,MS,,,,VOLUME REBATE,7000023735,2019-02-18,,,2019-02-18,2019-02-18,,,19223.68,0.2,23068.416,,VOLUME REBATE Look on image,Automatic
35,CL023,ASD01,FX,,,,Fixed Agreement,7000023917,2022-03-01,1000168394,,2022-02-28,2022-02-28,,,22994.19,0.2,27593.028,,ASDA Media Partnership Income,Automatic
36,CL023,ASD01,FX,,,,Fixed Agreement,7000024496,2021-02-26,1000091499,,2021-02-26,2021-02-26,,,27.46,0.2,32.952,,ASDA Media Partnership Income,Automatic
37,CL023,ASD01,FX,,,,Fixed Agreement,7000024700,2021-02-26,1000093537,,2021-02-26,2021-02-26,,,63.55,0.2,76.25999999999999,,ASDA Media Partnership Income,Automatic
38,CL023,ASD01,FX,,,,Fixed Agreement,7000024725,2021-02-26,1000093832,,2021-02-26,2021-02-26,,,109.62,0.2,131.544,,ASDA Media Partnership Income,Automatic
39,CL023,ASD01,FX,,,,Fixed Agreement,7000025012,2020-02-21,1000029523,,2020-02-06,2020-02-06,,,1500.00,0.2,1800.0,,ASDA Media Partnership Income,Automatic
40,CL023,ASD01,FX,,,,Fixed Agreement,7000025531,2021-02-26,1000092145,,2021-02-26,2021-02-26,,,34020.00,0.2,40824.0,,ASDA Media Partnership Income,Automatic
41,CL023,ASD01,FX,,,,Fixed Agreement,7000025725,2022-03-01,1000165868,,2022-02-28,2022-02-28,,,636.65,0.2,763.9799999999999,,ASDA Media Partnership Income,Automatic
42,CL023,ASD01,FX,,,,Fixed Agreement,7000025867,2022-03-01,1000168383,,2022-02-28,2022-02-28,,,8982.00,0.2,10778.4,,ASDA Media Partnership Income,Automatic
43,CL023,ASD01,FX,,,,Fixed Agreement,7000026105,2021-02-26,1000093585,,2021-02-26,2021-02-26,,,5920.00,0.2,7104.0,,ASDA Media Partnership Income,Automatic
44,CL023,ASD01,FX,,,,Fixed Agreement,7000026165,2022-03-01,1000165336,,2022-02-28,2022-02-28,,,15.61,0.2,18.732,,ASDA Media Partnership Income,Automatic
45,CL023,ASD01,FX,,,,Fixed Agreement,7000026185,2021-02-26,1000094505,,2021-02-26,2021-02-26,,,233.99,0.2,280.788,,ASDA Media Partnership Income,Automatic
46,CL023,ASD01,MS,,,,,7000026301,2020-02-25,,,2020-02-25,2020-02-25,,,20.00,0.0,20.0,, Look on image,Automatic
47,CL023,ASD01,FX,,,,Fixed Agreement,7000055543,2020-04-30,1000038432,,2020-02-24,2020-02-26,,,6987.00,0.2,8384.4,,Volume Incentive - Sales based,Automatic
48,CL023,ASD01,FX,,,,Fixed Agreement,7000055988,2021-04-27,1000102749,,2021-04-26,2021-04-26,,,11000.00,0.2,13200.0,,ASDA Media Partnership Income,Automatic
49,CL023,ASD01,FX,,,,Fixed Agreement,7000055993,2021-04-27,1000102817,,2021-04-26,2021-04-26,,,733.99,0.2,880.788,,ASDA Media Partnership Income,Automatic
50,CL023,ASD01,FX,,,,Fixed Agreement,7000056014,2020-04-30,1000035453,,2020-04-30,2020-04-30,,,1742.30,0.2,2090.7599999999998,,ASDA Media Partnership Income,Automatic
51,CL023,ASD01,FX,,,,Fixed Agreement,7000056021,2020-04-30,1000036139,,2020-04-30,2020-04-30,,,2830.50,0.2,3396.6,,ASDA Media Partnership Income,Automatic
52,CL023,ASD01,FX,,,,Fixed Agreement,7000056032,2021-04-27,1000101776,,2021-04-26,2021-04-26,,,13027.50,0.2,15633.0,,ASDA Media Partnership Income,Automatic
53,CL023,ASD01,FX,,,,Fixed Agreement,7000056034,2021-04-27,1000101799,,2021-04-26,2021-04-26,,,13533.75,0.2,16240.5,,ASDA Media Partnership Income,Automatic
54,CL023,ASD01,FX,,,,Fixed Agreement,7000056251,2021-04-27,1000105871,,2021-04-26,2021-04-26,,,424.83,0.2,509.79599999999994,,ASDA Media Partnership Income,Automatic
55,CL023,ASD01,FX,,,,Fixed Agreement,7000056671,2021-04-27,1000104942,,2021-04-26,2021-04-26,,,18700.00,0.2,22440.0,,ASDA Media Partnership Income,Automatic
56,CL023,ASD01,MS,,,,,7000057286,2019-04-23,,,2019-04-23,2019-04-23,,,20.00,0.0,20.0,, Look on image,Automatic
57,CL023,ASD01,MS,,,,,7000057412,2023-05-12,,,2023-05-12,2023-05-12,,,561.80,0.2,674.16,, Look on image,Automatic
58,CL023,ASD01,PR,E,,,Volume Agreement,7000076546,2021-05-31,1000107285,50201906.0,2021-05-20,2021-05-31,1572.0,0.35,550.2,0.2,660.24,,,Automatic
59,CL023,ASD01,PR,E,,,Volume Agreement,7000076754,2023-06-23,1000233159,51294221.0,2023-06-01,2023-06-21,1132.0,0.15,169.79999999999998,0.2,203.75999999999996,,,Automatic
60,CL023,ASD01,PR,E,,,Volume Agreement,7000076765,2023-06-23,1000234248,50228275.0,2023-06-01,2023-06-21,85057.0,1.1,93562.69999999998,0.2,112275.23999999998,,,Automatic
61,CL023,ASD01,FX,,,,Fixed Agreement,7000077314,2020-06-24,1000042218,,2020-06-11,2020-06-11,,,818.35,0.2,982.02,,ASDA Media Partnership Income,Automatic
62,CL023,ASD01,FX,,,,Fixed Agreement,7000077350,2020-06-24,1000043569,,2020-06-01,2020-06-01,,,2860.84,0.2,3433.0080000000003,,ASDA Media Partnership Income,Automatic
63,CL023,ASD01,FX,,,,Fixed Agreement,7000077383,2020-06-24,1000044593,,2020-01-30,2020-02-26,,,42941.00,0.2,51529.2,,Volume Incentive - Sales based,Automatic
64,CL023,ASD01,FX,,,,Fixed Agreement,7000078163,2021-06-20,1000107504,,2021-05-17,2021-06-20,,,181600.00,0.2,217920.0,,Marketing-Instore,Automatic
65,CL023,ASD01,PR,E,,,Volume Agreement,7000078223,2023-06-23,1000233999,9638660.0,2023-06-01,2023-06-21,9924.0,0.16,1587.8400000000001,0.2,1905.4080000000001,,,Automatic
66,CL023,ASD01,PR,E,,,Volume Agreement,7000078226,2023-06-23,1000234374,50402845.0,2023-06-01,2023-06-21,14323.0,1.6,22916.8,0.2,27500.16,,,Automatic
67,CL023,ASD01,FX,,,,Fixed Agreement,7000078290,2023-06-26,1000238100,,2023-06-26,2023-06-26,,,40000.00,0.2,48000.0,,ASDA Media Partnership Income,Automatic
68,CL023,ASD01,FX,,,,Fixed Agreement,7000078321,2023-06-26,1000239406,,2023-06-26,2023-06-26,,,5000.04,0.2,6000.048,,ASDA Media Partnership Income,Automatic
69,CL023,ASD01,FX,,,,Fixed Agreement,7000078370,2023-06-26,1000240444,,2023-06-26,2023-06-26,,,7350.00,0.2,8820.0,,ASDA Media Partnership Income,Automatic
70,CL023,ASD01,PR,E,,,Volume Agreement,7000078737,2023-06-23,1000234423,9629763.0,2023-06-01,2023-06-21,20116.0,0.12,2413.92,0.2,2896.704,,,Automatic
71,CL023,ASD01,PR,E,,,Volume Agreement,7000078738,2023-06-23,1000234433,51294222.0,2023-06-01,2023-06-21,3301.0,0.1,330.1,0.2,396.12,,,Automatic
72,CL023,ASD01,PR,E,,,Volume Agreement,7000078744,2023-06-23,1000235322,50212563.0,2023-06-01,2023-06-21,54038.0,0.8,43230.399999999994,0.2,51876.47999999999,,,Automatic
73,CL023,ASD01,FX,,,,Fixed Agreement,7000078784,2023-06-26,1000234760,,2023-06-26,2023-06-26,,,4800.00,0.2,5760.0,,ASDA Media Partnership Income,Automatic
74,CL023,ASD01,FX,,,,Fixed Agreement,7000078786,2021-06-11,1000109515,,2021-05-17,2022-06-30,,,16950.00,0.2,20340.0,,Marketing-Instore,Automatic
75,CL023,ASD01,FX,,,,Fixed Agreement,7000079240,2023-06-26,1000240344,,2023-06-26,2023-06-26,,,13017.50,0.2,15621.0,,ASDA Media Partnership Income,Automatic
76,CL023,ASD01,FX,,,,Fixed Agreement,7000079520,2020-06-24,1000042419,,2020-06-11,2020-06-11,,,3719.43,0.2,4463.316,,ASDA Media Partnership Income,Automatic
77,CL023,ASD01,MS,,,,,7000079772,2022-06-14,,,2022-06-14,2022-06-14,,,9330.41,0.2,11196.492,, Look on image,Automatic
78,CL023,ASD01,FX,,,,Fixed Agreement,7000079793,2022-06-16,1000184322,,2022-01-01,2022-03-30,,,25816.67,0.2,30980.003999999997,,Volume Incentive - Sales based,Automatic
79,CL023,ASD01,FX,,,,Fixed Agreement,7000080001,2020-06-24,1000045051,,2020-06-01,2020-06-01,,,2550.00,0.2,3060.0,,ASDA Media Partnership Income,Automatic
80,CL023,ASD01,PR,E,,,Volume Agreement,7000080244,2023-06-23,1000234449,9647032.0,2023-06-01,2023-06-21,71604.0,0.6,42962.4,0.2,51554.88,,,Automatic
81,CL023,ASD01,FX,,,,Fixed Agreement,7000080308,2023-06-26,1000237496,,2023-06-26,2023-06-26,,,4800.00,0.2,5760.0,,ASDA Media Partnership Income,Automatic
82,CL023,ASD01,FX,,,,Fixed Agreement,7000080323,2023-06-26,1000238517,,2023-06-26,2023-06-26,,,2676.00,0.2,3211.2,,ASDA Media Partnership Income,Automatic
83,CL023,ASD01,PR,E,,,Volume Agreement,7000091529,2021-06-30,1000101805,50228277.0,2021-06-01,2021-06-30,65861.0,0.06,3951.66,0.2,4741.991999999999,,,Automatic
84,CL023,ASD01,MS,,,,VOLUME REBATE,7000091531,2019-06-23,,,2019-06-23,2019-06-23,,,2486.60,0.2,2983.9199999999996,,VOLUME REBATE Look on image,Automatic
85,CL023,ASD01,MS,,,,VOLUME REBATE,7000091542,2019-06-23,,,2019-06-23,2019-06-23,,,11095.92,0.2,13315.104,,VOLUME REBATE Look on image,Automatic
86,CL023,ASD01,MS,,,,VOLUME REBATE,7000091546,2019-06-23,,,2019-06-23,2019-06-23,,,483.20,0.2,579.8399999999999,,VOLUME REBATE Look on image,Automatic
87,CL023,ASD01,PR,E,,,Volume Agreement,7000091564,2022-06-30,1000185475,50212559.0,2022-06-16,2022-06-30,3624.0,0.26,942.2399999999999,0.2,1130.6879999999999,,,Automatic
88,CL023,ASD01,PR,E,,,Volume Agreement,7000091674,2021-06-30,1000113365,50381587.0,2021-06-17,2021-06-30,32402.0,0.2,6480.4,0.2,7776.48,,,Automatic
89,CL023,ASD01,PR,E,,,Volume Agreement,7000091674,2021-06-30,1000113365,50212563.0,2021-06-17,2021-06-30,38407.0,0.2,7681.4,0.2,9217.679999999998,,,Automatic
90,CL023,ASD01,PR,E,,,Volume Agreement,7000091724,2021-06-30,1000118223,50045340.0,2021-06-17,2021-06-30,3635.0,0.59,2144.6499999999996,0.2,2573.5799999999995,,,Automatic
91,CL023,ASD01,FX,,,,Fixed Agreement,7000091769,2020-07-30,1000049283,,2020-07-16,2020-07-16,,,1530.00,0.2,1836.0,,ASDA Media Partnership Income,Automatic
92,CL023,ASD01,PR,E,,,Volume Agreement,7000092012,2021-06-30,1000100220,50363589.0,2021-06-01,2021-06-30,31787.0,1.25,39733.75,0.2,47680.5,,,Automatic
93,CL023,ASD01,PR,E,,,Volume Agreement,7000092018,2022-06-30,1000184437,50016930.0,2022-06-16,2022-06-30,113849.0,0.65,74001.85,0.2,88802.22,,,Automatic
94,CL023,ASD01,PR,E,,,Volume Agreement,7000092018,2022-06-30,1000184437,50382987.0,2022-06-16,2022-06-30,12.0,0.65,7.8,0.2,9.36,,,Automatic
95,CL023,ASD01,PR,E,,,Volume Agreement,7000092518,2022-06-30,1000185436,9650350.0,2022-06-06,2022-06-30,73280.0,0.03,2198.3999999999996,0.2,2638.0799999999995,,,Automatic
96,CL023,ASD01,PR,E,,,Volume Agreement,7000092571,2022-06-30,1000187082,51074408.0,2022-06-16,2022-06-30,5819.0,0.1,581.9000000000001,0.2,698.2800000000001,,,Automatic
97,CL023,ASD01,PR,E,,,Volume Agreement,7000092575,2022-06-30,1000187351,9647032.0,2022-06-16,2022-06-30,48269.0,0.6,28961.4,0.2,34753.68,,,Automatic
98,CL023,ASD01,PR,E,,,Volume Agreement,7000092596,2021-06-30,1000118272,9647032.0,2021-06-17,2021-06-30,75664.0,1.0,75664,0.2,90796.8,,,Automatic
99,CL023,ASD01,FX,,,,Fixed Agreement,7000092829,2020-07-30,1000049374,,2020-07-16,2020-07-16,,,2550.00,0.2,3060.0,,ASDA Media Partnership Income,Automatic
100,CL023,ASD01,FX,,,,Fixed Agreement,7000092900,2020-07-30,1000051661,,2020-07-23,2020-07-23,,,11062.36,0.2,13274.832,,ASDA Media Partnership Income,Automatic
101,CL023,ASD01,PR,E,,,Volume Agreement,7000093006,2021-06-30,1000114173,50898683.0,2021-06-17,2021-06-30,1874.0,0.85,1592.8999999999999,0.2,1911.4799999999998,,,Automatic
102,CL023,ASD01,FX,,,,Fixed Agreement,7000093109,2023-07-27,1000244433,,2023-07-27,2023-07-27,,,3402.59,0.2,4083.108,,ASDA Media Partnership Income,Automatic
103,CL023,ASD01,FX,,,,Fixed Agreement,7000093154,2023-07-27,1000245255,,2023-07-27,2023-07-27,,,38842.45,0.2,46610.939999999995,,ASDA Media Partnership Income,Automatic
104,CL023,ASD01,MS,,,,,7000093267,2023-07-28,,,2023-07-28,2023-07-28,,,2256.99,0.2,2708.3879999999995,, Look on image,Automatic
105,CL023,ASD01,MS,,,,,7000093268,2023-07-28,,,2023-07-28,2023-07-28,,,4085.64,0.2,4902.768,, Look on image,Automatic
106,CL023,ASD01,FX,,,,Fixed Agreement,7000093476,2022-07-27,1000191805,,2022-07-26,2022-07-26,,,488.73,0.2,586.476,,ASDA Media Partnership Income,Automatic
107,CL023,ASD01,PR,E,,,Volume Agreement,7000093720,2022-07-15,1000185159,50201913.0,2022-07-01,2022-07-13,44108.0,0.18,7939.44,0.2,9527.328,,,Automatic
108,CL023,ASD01,PR,E,,,Volume Agreement,7000093729,2022-07-15,1000186451,50212563.0,2022-07-01,2022-07-13,27572.0,0.3,8271.600000000002,0.2,9925.920000000002,,,Automatic
109,CL023,ASD01,PR,E,,,Volume Agreement,7000093730,2022-07-15,1000186521,51172512.0,2022-07-01,2022-07-13,905.0,1.15,1040.75,0.2,1248.8999999999999,,,Automatic
110,CL023,ASD01,FX,,,,Fixed Agreement,7000093764,2023-07-27,1000244812,,2023-07-27,2023-07-27,,,62000.00,0.2,74400.0,,ASDA Media Partnership Income,Automatic
111,CL023,ASD01,FX,,,,Fixed Agreement,7000094342,2021-07-27,1000114818,,2021-07-27,2021-07-27,,,1032.69,0.2,1239.228,,ASDA Media Partnership Income,Automatic
112,CL023,ASD01,FX,,,,Fixed Agreement,7000108156,2023-08-29,1000244599,,2023-08-29,2023-08-29,,,28776.75,0.2,34532.1,,ASDA Media Partnership Income,Automatic
113,CL023,ASD01,FX,,,,Fixed Agreement,7000108189,2023-08-29,1000247569,,2023-08-29,2023-08-29,,,172.51,0.2,207.01199999999997,,ASDA Media Partnership Income,Automatic
114,CL023,ASD01,FX,,,,Fixed Agreement,7000108231,2023-08-29,1000248777,,2023-08-29,2023-08-29,,,4572.41,0.2,5486.892,,ASDA Media Partnership Income,Automatic
115,CL023,ASD01,PR,E,,,Volume Agreement,7000108336,2021-08-13,1000117509,50382987.0,2021-08-01,2021-08-11,106357.0,0.49,52114.93000000001,0.2,62537.916000000005,,,Automatic
116,CL023,ASD01,PR,E,,,Volume Agreement,7000108343,2021-08-13,1000118278,50309605.0,2021-08-01,2021-08-11,951.0,1.12,1065.1200000000001,0.2,1278.144,,,Automatic
117,CL023,ASD01,FX,,,,Fixed Agreement,7000108352,2022-08-30,1000195678,,2022-08-26,2022-08-26,,,383.16,0.2,459.79200000000003,,ASDA Media Partnership Income,Automatic
118,CL023,ASD01,PR,E,,,Volume Agreement,7000108367,2023-08-31,1000218725,9647655.0,2023-08-01,2023-08-31,81223.0,0.8,64978.4,0.2,77974.08,,,Automatic
119,CL023,ASD01,FX,,,,Fixed Agreement,7000108487,2021-08-26,1000120447,,2021-08-26,2021-08-26,,,14221.27,0.2,17065.524,,ASDA Media Partnership Income,Automatic
120,CL023,ASD01,FX,,,,Fixed Agreement,7000108642,2023-08-29,1000246089,,2023-08-29,2023-08-29,,,198.47,0.2,238.164,,ASDA Media Partnership Income,Automatic
121,CL023,ASD01,FX,,,,Fixed Agreement,7000108647,2023-08-29,1000246457,,2023-08-29,2023-08-29,,,2617.85,0.2,3141.4199999999996,,ASDA Media Partnership Income,Automatic
122,CL023,ASD01,FX,,,,Fixed Agreement,7000108669,2023-08-29,1000247773,,2023-08-29,2023-08-29,,,10026.32,0.2,12031.583999999999,,ASDA Media Partnership Income,Automatic
123,CL023,ASD01,PR,E,,,Volume Agreement,7000108817,2023-08-31,1000215900,50045340.0,2023-08-01,2023-08-31,3822.0,0.59,2254.9799999999996,0.2,2705.975999999999,,,Automatic
124,CL023,ASD01,FX,,,,Fixed Agreement,7000109137,2020-08-28,1000053874,,2020-08-13,2020-08-13,,,511.79,0.2,614.148,,ASDA Media Partnership Income,Automatic
125,CL023,ASD01,FX,,,,Fixed Agreement,7000109193,2023-08-29,1000249244,,2023-08-29,2023-08-29,,,9450.00,0.2,11340.0,,ASDA Media Partnership Income,Automatic
126,CL023,ASD01,PR,E,,,Volume Agreement,7000109271,2023-08-31,1000218058,50201912.0,2023-08-01,2023-08-31,176228.0,0.74,130408.72,0.2,156490.464,,,Automatic
127,CL023,ASD01,PR,E,,,Volume Agreement,7000109314,2023-08-31,1000242327,51366585.0,2023-08-24,2023-08-31,124.0,3.15,390.59999999999997,0.2,468.7199999999999,,,Automatic
128,CL023,ASD01,PR,E,,,Volume Agreement,7000109484,2023-08-31,1000247964,51366586.0,2023-08-24,2023-08-31,18.0,47.7,858.6000000000001,0.2,1030.3200000000002,,,Automatic
129,CL023,ASD01,PR,E,,,Volume Agreement,7000109652,2021-08-13,1000120771,50212562.0,2021-08-01,2021-08-11,4825.0,0.35,1688.75,0.2,2026.5,,,Automatic
130,CL023,ASD01,PR,E,,,Volume Agreement,7000109892,2023-08-31,1000217856,51104802.0,2023-08-01,2023-08-31,21460.0,0.8,17168.0,0.2,20601.6,,,Automatic
131,CL023,ASD01,PR,E,,,Volume Agreement,7000109898,2023-08-31,1000221285,50201905.0,2023-08-01,2023-08-31,64347.0,0.6,38608.2,0.2,46329.84,,,Automatic
132,CL023,ASD01,PR,E,,,Volume Agreement,7000109900,2023-08-31,1000222252,51143247.0,2023-08-01,2023-08-31,34105.0,0.12,4092.6,0.2,4911.12,,,Automatic
133,CL023,ASD01,FX,,,,Fixed Agreement,7000110523,2020-08-28,1000053004,,2020-08-13,2020-08-13,,,3221.68,0.2,3866.0159999999996,,ASDA Media Partnership Income,Automatic
134,CL023,ASD01,FX,,,,Fixed Agreement,7000110575,2020-08-28,1000054591,,2020-08-06,2020-08-06,,,28751.25,0.2,34501.5,,ASDA Media Partnership Income,Automatic
135,CL023,ASD01,FX,,,,Fixed Agreement,7000110629,2019-07-31,1000003509,,2019-07-02,2019-07-08,,,91998.40,0.2,110398.07999999999,,Volume Incentive - Sales based,Automatic
136,CL023,ASD01,PR,E,,,Volume Agreement,7000110780,2021-08-13,1000116056,50045340.0,2021-08-01,2021-08-11,2448.0,0.59,1444.3199999999997,0.2,1733.1839999999995,,,Automatic
137,CL023,ASD01,PR,E,,,Volume Agreement,7000110799,2021-08-13,1000118568,50228276.0,2021-08-01,2021-08-11,15036.0,0.5,7518.0,0.2,9021.6,,,Automatic
138,CL023,ASD01,MS,,,,,7000111284,2019-07-31,,,2019-07-31,2019-07-31,,,1143.78,0.2,1372.5359999999998,, Look on image,Automatic
139,CL023,ASD01,PR,E,,,Volume Agreement,7000111395,2021-08-13,1000118406,9629763.0,2021-08-01,2021-08-11,12784.0,0.12,1534.08,0.2,1840.896,,,Automatic
140,CL023,ASD01,FX,,,,Fixed Agreement,7000129038,2023-09-26,1000253334,,2023-09-26,2023-09-26,,,3499.03,0.2,4198.836,,ASDA Media Partnership Income,Automatic
141,CL023,ASD01,FX,,,,Fixed Agreement,7000129213,2023-09-29,1000252836,,2023-07-13,2023-08-02,,,58466.52,0.2,70159.824,,Volume Incentive - Sales based,Automatic
142,CL023,ASD01,FX,,,,Fixed Agreement,7000129624,2022-09-22,1000201533,,2020-06-20,2020-07-15,,,21269.86,0.2,25523.832,,Volume Incentive - Sales based,Automatic
143,CL023,ASD01,FX,,,,Fixed Agreement,7000129736,2022-09-27,1000201587,,2022-09-27,2022-09-27,,,18275.00,0.2,21930.0,,ASDA Media Partnership Income,Automatic
144,CL023,ASD01,FX,,,,Fixed Agreement,7000129855,2021-09-28,1000132170,,2021-09-28,2021-09-28,,,3.97,0.2,4.764,,ASDA Media Partnership Income,Automatic
145,CL023,ASD01,FX,,,,Fixed Agreement,7000129886,2021-09-28,1000132667,,2021-09-28,2021-09-28,,,200.03,0.2,240.036,,ASDA Media Partnership Income,Automatic
146,CL023,ASD01,FX,,,,Fixed Agreement,7000129963,2021-09-28,1000133578,,2021-09-28,2021-09-28,,,14.59,0.2,17.508,,ASDA Media Partnership Income,Automatic
147,CL023,ASD01,FX,,,,Fixed Agreement,7000129977,2022-09-29,1000205371,,2022-01-01,2022-08-31,,,224084.66,0.2,268901.592,,Volume Incentive - Sales based,Automatic
148,CL023,ASD01,FX,,,,Fixed Agreement,7000130092,2022-09-22,1000201532,,2020-05-25,2020-06-10,,,6843.38,0.2,8212.056,,Volume Incentive - Sales based,Automatic
