File_Name,Status
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May4 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May3 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May2 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May1 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr30 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr29 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr28 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May4 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May3 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May2 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May1 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr30 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr29 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr28 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May4 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May3 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May2 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May1 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr30 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr29 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr28 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May4 Youngs.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May3 Youngs.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May2 Youngs.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May1 Youngs.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr30 Youngs.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr29 Youngs.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr28 Youngs.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May4 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May3 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May2 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May1 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr30 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr29 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr28 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May4 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May3 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May2 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May1 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr30 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr29 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr28 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May4 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May3 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May2 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May1 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr30 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr29 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr28 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May4 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May3 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May2 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May1 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr30 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr29 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr28 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May4 Premier_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May3 Premier_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May2 Premier_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May1 Premier_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr30 Premier_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr29 Premier_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr28 Premier_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May4 Ab_Inbev.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May3 Ab_Inbev.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May2 Ab_Inbev.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May1 Ab_Inbev.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr30 Ab_Inbev.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr29 Ab_Inbev.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Apr28 Ab_Inbev.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May4 Kettle_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May3 Kettle_foods.xlsx,True
