File_Name,Status
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar29 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar28 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar27 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar26 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar25 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar24 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar23 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar29 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar28 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar27 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar26 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar25 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar24 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar23 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar29 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar28 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar27 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar26 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar25 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar24 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar23 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar29 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar28 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar27 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar26 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar25 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar24 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar23 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar29 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar28 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar27 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar26 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar25 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar24 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar23 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar29 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar28 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar27 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar26 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar25 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar24 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar23 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar29 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar28 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar27 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar26 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar25 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar24 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar23 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar29 Premier_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar28 Premier_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar27 Premier_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar26 Premier_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar25 Premier_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar24 Premier_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar23 Premier_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar29 Ab_Inbev.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar28 Ab_Inbev.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar27 Ab_Inbev.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar26 Ab_Inbev.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar25 Ab_Inbev.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar24 Ab_Inbev.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar23 Ab_Inbev.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar29 Kettle_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar28 Kettle_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar27 Kettle_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar26 Kettle_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar25 Kettle_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar24 Kettle_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar23 Kettle_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar29 Coty.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar28 Coty.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar27 Coty.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar26 Coty.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar25 Coty.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar24 Coty.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar23 Coty.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar29 Princes.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar28 Princes.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar27 Princes.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar26 Princes.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar25 Princes.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar24 Princes.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2023Mar23 Princes.xlsx,True
