File_Name,Status
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep7 Bacardi.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep6 Bacardi.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep5 Bacardi.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep4 Bacardi.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep3 Bacardi.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep2 Bacardi.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep1 Bacardi.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep7 Pladis.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep6 Pladis.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep5 Pladis.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep4 Pladis.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep3 Pladis.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep2 Pladis.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep1 Pladis.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep7 Burtons.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep6 Burtons.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep5 Burtons.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep4 Burtons.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep3 Burtons.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep2 Burtons.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep1 Burtons.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep7 Youngs.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep6 Youngs.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep5 Youngs.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep4 Youngs.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep3 Youngs.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep2 Youngs.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep1 Youngs.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep7 AG_Barr.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep6 AG_Barr.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep5 AG_Barr.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep4 AG_Barr.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep3 AG_Barr.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep2 AG_Barr.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep1 AG_Barr.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep7 Maxxium.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep6 Maxxium.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep5 Maxxium.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep4 Maxxium.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep3 Maxxium.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep2 Maxxium.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep1 Maxxium.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep7 Tilda.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep6 Tilda.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep5 Tilda.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep4 Tilda.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep3 Tilda.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep2 Tilda.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep1 Tilda.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep7 Finsbury_Foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep6 Finsbury_Foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep5 Finsbury_Foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep4 Finsbury_Foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep3 Finsbury_Foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep2 Finsbury_Foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep1 Finsbury_Foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep7 Premier_foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep6 Premier_foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep5 Premier_foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep4 Premier_foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep3 Premier_foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep2 Premier_foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep1 Premier_foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep7 Ab_Inbev.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep6 Ab_Inbev.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep5 Ab_Inbev.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep4 Ab_Inbev.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep3 Ab_Inbev.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep2 Ab_Inbev.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep1 Ab_Inbev.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep7 Kettle_foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep6 Kettle_foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep5 Kettle_foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep4 Kettle_foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep3 Kettle_foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep2 Kettle_foods.xlsx,False
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Sep1 Kettle_foods.xlsx,False
