File_Name,Status
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Jun1 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May31 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May30 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May29 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May28 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May27 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May26 Bacardi.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Jun1 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May31 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May30 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May29 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May28 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May27 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May26 Pladis.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Jun1 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May31 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May30 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May29 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May28 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May27 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May26 Burtons.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Jun1 Youngs.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May31 Youngs.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May30 Youngs.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May29 Youngs.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May28 Youngs.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May27 Youngs.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May26 Youngs.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Jun1 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May31 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May30 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May29 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May28 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May27 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May26 AG_Barr.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Jun1 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May31 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May30 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May29 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May28 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May27 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May26 Maxxium.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Jun1 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May31 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May30 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May29 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May28 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May27 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May26 Tilda.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Jun1 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May31 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May30 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May29 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May28 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May27 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May26 Finsbury_Foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022Jun1 Premier_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May31 Premier_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May30 Premier_foods.xlsx,True
Tesco-Sales_and_stock-TPNB_Sales_x_store-2022May29 Premier_foods.xlsx,True
