Salitix_Client_Number,salitix_customer_number,Retailer_Product_Number,Item No,Item Desc
CL014,MOR01,104385208,,
CL014,MOR01,105735986,,
CL014,MOR01,111603390,,
CL014,MOR01,111296570,,
CL014,MOR01,110479500,,
CL014,MOR01,111841558,,
CL014,MOR01,104184924,,
CL014,MOR01,111299631,,
CL014,MOR01,111296895,,
CL014,MOR01,108527429,,
CL014,MOR01,110202295,,
CL014,MOR01,111239170,,
CL014,MOR01,112359202,,
CL014,MOR01,108095216,,
CL014,MOR01,110487921,,
CL014,MOR01,105174630,,
CL014,MOR01,111865306,,
CL014,MOR01,112433425,,
CL014,MOR01,105607167,,
CL014,MOR01,112434495,,
CL014,MOR01,111140137,,
CL014,MOR01,112299086,,
CL014,MOR01,111085342,,
CL014,MOR01,110767261,,
CL014,MOR01,111085799,,
CL014,MOR01,110775747,,
CL014,MOR01,111296705,,
CL014,MOR01,108922648,,
CL014,MOR01,112212569,,
CL014,MOR01,112239606,,
CL014,MOR01,111299421,,
CL014,MOR01,111139996,,
CL014,MOR01,106517462,,
CL014,MOR01,112464766,,
CL014,MOR01,102374273,,
CL014,MOR01,110872598,,
CL014,MOR01,111296393,,
CL014,MOR01,110782808,,
CL014,MOR01,108093157,,
CL014,MOR01,111296983,,
CL014,MOR01,107478514,,
CL014,MOR01,111250256,,
CL014,MOR01,108527349,,
CL014,MOR01,104575669,,
CL014,MOR01,110479534,,
CL014,MOR01,112337943,,
CL014,MOR01,110480295,,
CL014,MOR01,111395412,,
CL014,MOR01,110878703,,
CL014,MOR01,110459197,,
CL014,MOR01,111250168,,
CL014,MOR01,105728760,,
CL014,MOR01,112235808,,
CL014,MOR01,110479462,,
CL014,MOR01,108527390,,
CL014,MOR01,112433345,,
CL014,MOR01,108527293,,
CL014,MOR01,109375471,,
CL014,MOR01,112359510,,
CL014,MOR01,110488131,,
CL014,MOR01,112254136,,
CL014,MOR01,111592467,,
CL014,MOR01,111139857,,
CL014,MOR01,112258305,,
CL014,MOR01,112254216,,
CL014,MOR01,112393056,,
CL014,MOR01,112267519,,
CL014,MOR01,110487850,,
CL014,MOR01,111841312,,
CL014,MOR01,104608951,,
CL014,MOR01,109842113,,
CL014,MOR01,106832796,,
CL014,MOR01,102376818,,
CL014,MOR01,107961291,,
CL014,MOR01,110487542,,
CL014,MOR01,111841611,,
CL014,MOR01,111557231,,
CL014,MOR01,111296801,,
CL014,MOR01,110488043,,
CL014,MOR01,111841507,,
CL014,MOR01,112273821,,
CL014,MOR01,110487753,,
CL014,MOR01,102373570,,
CL014,MOR01,108527517,,
CL014,MOR01,112212420,,
CL014,MOR01,110775771,,
CL014,MOR01,111841427,,
CL014,MOR01,104356343,,
CL014,MOR01,105523941,,
CL014,MOR01,111085887,,
CL014,MOR01,105523730,,
CL014,MOR01,107478696,,
CL014,MOR01,110802004,,
CL014,MOR01,105728794,,
CL014,MOR01,112234160,,
CL014,MOR01,111277459,,
CL014,MOR01,111149377,,
CL014,MOR01,108093106,,
CL014,MOR01,112472862,,
CL014,MOR01,111881171,,
CL014,MOR01,111139662,,
CL014,MOR01,111761726,,
CL014,MOR01,111297046,,
CL014,MOR01,111811391,,
CL014,MOR01,111123329,,
CL014,MOR01,107484447,,
CL014,MOR01,111841582,,
CL020,MOR01,111452632,,
CL020,MOR01,110237455,,
CL020,MOR01,111708693,,
CL020,MOR01,100404395,,
CL020,MOR01,108998925,,
CL020,MOR01,100414577,,
CL020,MOR01,100388938,,
CL020,MOR01,108810048,,
CL020,MOR01,112102319,,
CL020,MOR01,111020733,,
CL020,MOR01,100417436,,
CL020,MOR01,110322991,,
CL020,MOR01,109949105,,
CL020,MOR01,100395775,,
CL020,MOR01,105640063,,
CL020,MOR01,112037545,,
CL020,MOR01,100390270,,
CL020,MOR01,110755957,,
CL020,MOR01,105898401,,
CL020,MOR01,112054505,,
CL020,MOR01,107628834,,
CL020,MOR01,106475371,,
CL020,MOR01,100403237,,
CL020,MOR01,101798883,,
CL020,MOR01,100395791,,
CL020,MOR01,111706680,,
CL020,MOR01,112186612,,
CL020,MOR01,111786659,,
CL020,MOR01,110461406,,
CL020,MOR01,100129354,,
CL020,MOR01,109098689,,
CL020,MOR01,112505599,,
CL020,MOR01,110741256,,
CL020,MOR01,108810110,,
CL020,MOR01,111786421,,
CL020,MOR01,105712848,,
CL020,MOR01,109612650,,
CL020,MOR01,109948815,,
CL020,MOR01,100128888,,
CL020,MOR01,110188374,,
CL020,MOR01,100414542,,
CL020,MOR01,111020784,,
CL020,MOR01,100402381,,
CL020,MOR01,104291543,,
CL020,MOR01,109097088,,
CL020,MOR01,106524726,,
CL020,MOR01,111600121,,
CL020,MOR01,108974190,,
CL020,MOR01,110575454,,
CL020,MOR01,106852666,,
CL020,MOR01,105609980,,
CL020,MOR01,110762233,,
CL020,MOR01,109277329,,
CL020,MOR01,112093660,,
CL020,MOR01,111403321,,
CL020,MOR01,100395193,,
CL020,MOR01,104770448,,
CL020,MOR01,111718402,,
CL020,MOR01,112071330,,
CL020,MOR01,109840169,,
CL020,MOR01,100395345,,
CL020,MOR01,109826308,,
CL020,MOR01,106846485,,
CL020,MOR01,100388760,,
CL020,MOR01,104151250,,
CL020,MOR01,106902416,,
CL020,MOR01,112386024,,
CL020,MOR01,108834496,,
CL020,MOR01,100398731,,
CL020,MOR01,100415844,,
CL020,MOR01,104797894,,
CL020,MOR01,112054265,,
CL020,MOR01,110741088,,
CL020,MOR01,104754026,,
CL020,MOR01,109949009,,
CL020,MOR01,101793759,,
CL020,MOR01,110723154,,
CL020,MOR01,105644435,,
CL020,MOR01,100365761,,
CL020,MOR01,110701123,,
CL020,MOR01,109278583,,
CL020,MOR01,100107817,,
CL020,MOR01,110833839,,
CL020,MOR01,102376455,,
CL020,MOR01,100417508,,
CL020,MOR01,100397148,,
CL020,MOR01,108373301,,
CL020,MOR01,108382717,,
CL020,MOR01,112088764,,
CL020,MOR01,100132422,,
CL020,MOR01,103279551,,
CL020,MOR01,110807471,,
CL020,MOR01,108550602,,
CL020,MOR01,106661000,,
CL020,MOR01,111122326,,
CL020,MOR01,100401805,,
CL020,MOR01,109560790,,
CL020,MOR01,107153980,,
CL020,MOR01,100145602,,
CL020,MOR01,109276537,,
CL020,MOR01,107477950,,
CL020,MOR01,104021543,,
CL020,MOR01,110575391,,
CL020,MOR01,100129389,,
CL020,MOR01,110739551,,
CL020,MOR01,111042027,,
CL020,MOR01,111083558,,
CL020,MOR01,111765233,,
CL020,MOR01,100894275,,
CL020,MOR01,102375840,,
CL020,MOR01,110188251,,
CL020,MOR01,100131219,,
CL020,MOR01,108810380,,
CL020,MOR01,100132351,,
CL020,MOR01,111462507,,
CL020,MOR01,111763596,,
CL020,MOR01,111765268,,
CL020,MOR01,112236376,,
CL020,MOR01,102377052,,
CL020,MOR01,109985288,,
CL020,MOR01,111563607,,
CL020,MOR01,109826228,,
CL020,MOR01,109948882,,
CL020,MOR01,104438031,,
CL020,MOR01,110730362,,
CL020,MOR01,109277433,,
CL020,MOR01,109277370,,
CL020,MOR01,109831895,,
CL020,MOR01,111482559,,
CL020,MOR01,100414585,,
CL020,MOR01,112618681,,
CL020,MOR01,102376666,,
CL020,MOR01,100412707,,
CL020,MOR01,105855961,,
CL020,MOR01,111083048,,
CL020,MOR01,111459640,,
CL020,MOR01,110766921,,
CL020,MOR01,106515491,,
CL020,MOR01,100414534,,
CL020,MOR01,103274557,,
CL020,MOR01,109276490,,
CL020,MOR01,100366616,,
CL020,MOR01,106261268,,
CL020,MOR01,107623937,,
CL020,MOR01,100402402,,
CL020,MOR01,105644494,,
CL020,MOR01,100402349,,
CL020,MOR01,100102101,,
CL020,MOR01,111992701,,
CL020,MOR01,104438007,,
CL020,MOR01,108948506,,
CL020,MOR01,110940061,,
CL020,MOR01,106365534,,
CL020,MOR01,100395062,,
CL020,MOR01,108834402,,
CL020,MOR01,112054231,,
CL020,MOR01,107594574,,
CL020,MOR01,110730426,,
CL020,MOR01,100400976,,
CL020,MOR01,112386163,,
CL020,MOR01,110132101,,
CL020,MOR01,102376746,,
CL020,MOR01,104770350,,
CL020,MOR01,109826261,,
CL020,MOR01,110701203,,
CL020,MOR01,112075082,,
CL020,MOR01,107594494,,
CL020,MOR01,112195471,,
CL020,MOR01,108292818,,
CL020,MOR01,111277408,,
CL020,MOR01,100401848,,
CL020,MOR01,106893960,,
CL020,MOR01,108840757,,
CL020,MOR01,102377976,,
CL020,MOR01,100416556,,
CL020,MOR01,112463026,,
CL020,MOR01,100401856,,
CL020,MOR01,105652048,,
CL020,MOR01,105638705,,
CL020,MOR01,106087933,,
CL020,MOR01,107783543,,
CL020,MOR01,109277151,,
CL020,MOR01,100398853,,
CL020,MOR01,102375671,,
CL020,MOR01,111656432,,
CL020,MOR01,111083451,,
CL020,MOR01,106786443,,
CL020,MOR01,109948911,,
CL020,MOR01,111083208,,
CL020,MOR01,105638748,,
CL020,MOR01,102374599,,
CL020,MOR01,106515521,,
CL020,MOR01,111122211,,
CL020,MOR01,110756079,,
CL020,MOR01,110461220,,
CL020,MOR01,110461721,,
CL020,MOR01,110755893,,
CL020,MOR01,106365622,,
CL020,MOR01,100102338,,
CL020,MOR01,106163203,,
CL020,MOR01,100388735,,
CL020,MOR01,100414471,,
CL020,MOR01,105106282,,
CL020,MOR01,112195551,,
CL020,MOR01,100412109,,
CL020,MOR01,109405108,,
CL020,MOR01,100395231,,
CL020,MOR01,110188403,,
CL020,MOR01,110729011,,
CL020,MOR01,110461131,,
CL020,MOR01,112102343,,
CL020,MOR01,100389594,,
CL020,MOR01,110191506,,
CL020,MOR01,100401451,,
CL020,MOR01,110683818,,
CL020,MOR01,110460534,,
CL020,MOR01,100414673,,
CL020,MOR01,112534630,,
CL020,MOR01,110108098,,
CL020,MOR01,104865025,,
CL020,MOR01,111761486,,
CL020,MOR01,110130869,,
CL020,MOR01,104408123,,
CL020,MOR01,109150521,,
CL020,MOR01,112179287,,
CL020,MOR01,103946288,,
CL020,MOR01,103941073,,
CL020,MOR01,100894304,,
CL020,MOR01,111502581,,
CL020,MOR01,108546355,,
CL020,MOR01,111786683,,
CL020,MOR01,110742021,,
CL020,MOR01,109282259,,
CL020,MOR01,110131731,,
CL020,MOR01,107628711,,
CL020,MOR01,102375815,,
CL020,MOR01,112195640,,
CL020,MOR01,110755869,,
CL020,MOR01,112054097,,
CL020,MOR01,112054329,,
CL020,MOR01,100414454,,
CL020,MOR01,109278680,,
CL020,MOR01,108986431,,
CL020,MOR01,106341268,,
CL020,MOR01,108550872,,
CL020,MOR01,100412168,,
CL020,MOR01,111728133,,
CL020,MOR01,100107673,,
CL020,MOR01,110731648,,
CL020,MOR01,100131171,,
CL020,MOR01,110742304,,
CL020,MOR01,110988611,,
CL020,MOR01,100366261,,
CL020,MOR01,106660816,,
CL020,MOR01,100398749,,
CL020,MOR01,110131853,,
CL020,MOR01,111708642,,
CL020,MOR01,103074774,,
CL020,MOR01,112413133,,
CL020,MOR01,110940271,,
CL020,MOR01,103941161,,
CL020,MOR01,104439077,,
CL020,MOR01,109949068,,
CL020,MOR01,112107241,,
CL020,MOR01,111763625,,
CL020,MOR01,105638908,,
CL020,MOR01,100128802,,
CL020,MOR01,108840781,,
CL020,MOR01,110755674,,
CL020,MOR01,100388823,,
CL020,MOR01,109491587,,
CL020,MOR01,106784851,,
CL020,MOR01,109949375,,
CL020,MOR01,104139357,,
CL020,MOR01,112099973,,
CL020,MOR01,111364173,,
CL020,MOR01,112185687,,
CL020,MOR01,110313948,,
CL020,MOR01,110755543,,
CL020,MOR01,112026301,,
CL020,MOR01,100417444,,
CL020,MOR01,104141123,,
CL020,MOR01,100379302,,
CL020,MOR01,100366624,,
CL020,MOR01,106846451,,
CL020,MOR01,111121930,,
CL020,MOR01,107623726,,
CL020,MOR01,110730215,,
CL020,MOR01,107628800,,
CL020,MOR01,107628771,,
CL020,MOR01,111763684,,
CL020,MOR01,110188340,,
CL020,MOR01,111413895,,
CL020,MOR01,107730388,,
CL020,MOR01,109260771,,
CL020,MOR01,100412176,,
CL020,MOR01,100131198,,
CL020,MOR01,106163174,,
CL020,MOR01,107594531,,
CL020,MOR01,104066127,,
CL020,MOR01,107475891,,
CL020,MOR01,110237412,,
CL020,MOR01,109985309,,
CL020,MOR01,109491641,,
CL020,MOR01,108810208,,
CL020,MOR01,110725969,,
CL020,MOR01,106784886,,
CL020,MOR01,107977217,,
CL020,MOR01,106784915,,
CL020,MOR01,109985421,,
CL020,MOR01,111583211,,
CL020,MOR01,110108258,,
CL020,MOR01,111706401,,
CL020,MOR01,105640039,,
CL020,MOR01,100389308,,
CL020,MOR01,106764869,,
CL020,MOR01,112618770,,
CL020,MOR01,106272426,,
CL020,MOR01,100388698,,
CL020,MOR01,104905728,,
CL020,MOR01,111992778,,
CL020,MOR01,111778261,,
CL020,MOR01,110626346,,
CL020,MOR01,108741100,,
CL020,MOR01,102377968,,
CL020,MOR01,102376738,,
CL020,MOR01,100129400,,
CL020,MOR01,112120269,,
CL020,MOR01,100884536,,
CL020,MOR01,108427840,,
CL020,MOR01,110188227,,
CL020,MOR01,107393844,,
CL020,MOR01,100395281,,
CL020,MOR01,104437944,,
CL020,MOR01,104231516,,
CL020,MOR01,104138952,,
CL020,MOR01,100414569,,
CL020,MOR01,100389615,,
CL020,MOR01,110334466,,
CL020,MOR01,102377087,,
CL020,MOR01,109560837,,
CL020,MOR01,100131147,,
CL020,MOR01,105700986,,
CL020,MOR01,111042211,,
CL020,MOR01,100402373,,
CL020,MOR01,102377108,,
CL020,MOR01,112046361,,
CL020,MOR01,105644398,,
CL020,MOR01,107479007,,
CL020,MOR01,112026184,,
CL020,MOR01,110131765,,
CL020,MOR01,106846661,,
CL020,MOR01,112120138,,
CL020,MOR01,110747033,,
CL020,MOR01,109491616,,
CL020,MOR01,100401928,,
CL020,MOR01,112012760,,
CL020,MOR01,109277193,,
CL020,MOR01,109150483,,
CL020,MOR01,111122481,,
CL020,MOR01,106660947,,
CL020,MOR01,106163262,,
CL020,MOR01,110461844,,
CL020,MOR01,111706760,,
CL020,MOR01,104231840,,
CL020,MOR01,100366632,,
CL020,MOR01,108948477,,
CL020,MOR01,107370319,,
CL020,MOR01,103274493,,
CL020,MOR01,109304884,,
CL020,MOR01,110461289,,
CL020,MOR01,103937947,,
CL020,MOR01,106658484,,
CL020,MOR01,110297474,,
CL020,MOR01,105586351,,
CL020,MOR01,100412150,,
CL020,MOR01,110269617,,
CL020,MOR01,110725678,,
CL020,MOR01,100107833,,
CL020,MOR01,100395311,,
CL020,MOR01,106846696,,
CL020,MOR01,110575542,,
CL020,MOR01,111122094,,
CL020,MOR01,112195199,,
CL020,MOR01,109769921,,
CL020,MOR01,106365569,,
CL020,MOR01,108706902,,
CL020,MOR01,110461318,,
CL020,MOR01,100412723,,
CL020,MOR01,105712813,,
CL020,MOR01,106665406,,
CL020,MOR01,110248875,,
CL020,MOR01,112618876,,
CL020,MOR01,110554936,,
CL020,MOR01,109560888,,
CL020,MOR01,100395290,,
CL020,MOR01,109957949,,
CL020,MOR01,104201579,,
CL020,MOR01,108948400,,
CL020,MOR01,105704477,,
CL020,MOR01,111515154,,
CL020,MOR01,112236886,,
CL020,MOR01,107882162,,
CL020,MOR01,110742195,,
CL020,MOR01,106902547,,
CL020,MOR01,110323038,,
CL020,MOR01,110130957,,
CL020,MOR01,110575665,,
CL020,MOR01,100412184,,
CL020,MOR01,108974000,,
CL020,MOR01,108974392,,
CL020,MOR01,100131067,,
CL020,MOR01,108288211,,
CL020,MOR01,104793447,,
CL020,MOR01,100372240,,
CL020,MOR01,103274055,,
CL020,MOR01,100417461,,
CL020,MOR01,100132377,,
CL020,MOR01,100131235,,
CL020,MOR01,111403195,,
CL020,MOR01,106900710,,
CL020,MOR01,100389720,,
CL020,MOR01,111954131,,
CL020,MOR01,104202854,,
CL020,MOR01,100417487,,
CL020,MOR01,102489759,,
CL020,MOR01,100401881,,
CL020,MOR01,100402365,,
CL020,MOR01,108519445,,
CL020,MOR01,104905699,,
CL020,MOR01,112093694,,
CL020,MOR01,108738883,,
CL020,MOR01,111786544,,
CL020,MOR01,100144984,,
CL020,MOR01,100894232,,
CL020,MOR01,100134831,,
CL020,MOR01,110723234,,
CL020,MOR01,110575420,,
CL020,MOR01,111999654,,
CL020,MOR01,106660875,,
CL020,MOR01,110461078,,
CL020,MOR01,100129397,,
CL020,MOR01,100379071,,
CL020,MOR01,111462435,,
CL020,MOR01,111182011,,
CL020,MOR01,109277898,,
CL020,MOR01,112236181,,
CL020,MOR01,111786309,,
CL020,MOR01,110733248,,
CL020,MOR01,109948840,,
CL020,MOR01,110575606,,
CL020,MOR01,109949033,,
CL020,MOR01,109276991,,
CL020,MOR01,102375532,,
CL020,MOR01,108376878,,
CL020,MOR01,112107152,,
CL020,MOR01,100389674,,
CL020,MOR01,106658417,,
CL020,MOR01,111706567,,
CL020,MOR01,110767173,,
CL020,MOR01,104456141,,
CL020,MOR01,110725889,,
CL020,MOR01,100388719,,
CL020,MOR01,112071436,,
CL020,MOR01,111452579,,
CL020,MOR01,100388743,,
CL020,MOR01,100400941,,
CL020,MOR01,108723411,,
CL020,MOR01,110733344,,
CL020,MOR01,110700948,,
CL020,MOR01,100145856,,
CL020,MOR01,110760721,,
CL020,MOR01,100894339,,
CL020,MOR01,111452544,,
CL020,MOR01,110936424,,
CL020,MOR01,100401936,,
CL020,MOR01,110473802,,
CL020,MOR01,108986377,,
CL020,MOR01,112037502,,
CL020,MOR01,109150766,,
CL020,MOR01,103941102,,
CL020,MOR01,112037431,,
CL020,MOR01,110840481,,
CL020,MOR01,106666417,,
CL020,MOR01,110728828,,
CL020,MOR01,111763650,,
CL020,MOR01,109948786,,
CL020,MOR01,110463583,,
CL020,MOR01,110726081,,
CL020,MOR01,109407058,,
CL020,MOR01,110463663,,
CL020,MOR01,111583270,,
CL020,MOR01,101798963,,
CL020,MOR01,111452608,,
CL020,MOR01,112236018,,
CL020,MOR01,109150723,,
CL020,MOR01,104439202,,
CL020,MOR01,112054290,,
CL020,MOR01,105639978,,
CL020,MOR01,100398757,,
CL020,MOR01,110211790,,
CL020,MOR01,110940191,,
CL020,MOR01,104770296,,
CL020,MOR01,100417410,,
CL020,MOR01,108998896,,
CL020,MOR01,104417855,,
CL020,MOR01,104214599,,
CL020,MOR01,106436380,,
CL020,MOR01,102378080,,
CL020,MOR01,100132414,,
CL020,MOR01,111085650,,
CL020,MOR01,109260720,,
CL020,MOR01,109278330,,
CL020,MOR01,109035821,,
CL020,MOR01,100397279,,
CL020,MOR01,112054353,,
CL020,MOR01,100417153,,
CL020,MOR01,100128837,,
CL020,MOR01,110131888,,
CL020,MOR01,104486834,,
CL020,MOR01,110744924,,
CL020,MOR01,111090070,,
CL020,MOR01,100128853,,
CL020,MOR01,108706996,,
CL020,MOR01,110463348,,
CL020,MOR01,103274098,,
CL020,MOR01,112449654,,
CL020,MOR01,110188198,,
CL020,MOR01,108810232,,
CL020,MOR01,110461342,,
CL020,MOR01,112534664,,
CL020,MOR01,109075209,,
CL020,MOR01,110002189,,
CL020,MOR01,109612625,,
CL020,MOR01,112505775,,
CL020,MOR01,100395273,,
CL020,MOR01,112037561,,
CL020,MOR01,100102063,,
CL020,MOR01,110463065,,
CL020,MOR01,100388962,,
CL020,MOR01,100128773,,
CL020,MOR01,111452510,,
CL020,MOR01,110470855,,
CL020,MOR01,107623961,,
CL020,MOR01,107968759,,
CL020,MOR01,111954456,,
CL020,MOR01,109282371,,
CL020,MOR01,112099279,,
CL020,MOR01,109098806,,
CL020,MOR01,100097612,,
CL020,MOR01,100414606,,
CL020,MOR01,105626122,,
CL020,MOR01,109282401,,
CL020,MOR01,112099332,,
CL020,MOR01,108810304,,
CL020,MOR01,111452667,,
CL020,MOR01,100145961,,
CL020,MOR01,100401961,,
CL020,MOR01,110795713,,
CL020,MOR01,104072480,,
CL020,MOR01,100131139,,
CL020,MOR01,110755922,,
CL020,MOR01,105809121,,
CL020,MOR01,107968169,,
CL020,MOR01,100398861,,
CL020,MOR01,112024630,,
CL020,MOR01,100388701,,
CL020,MOR01,109407138,,
CL020,MOR01,108376915,,
CL020,MOR01,109923255,,
CL020,MOR01,109769892,,
CL020,MOR01,109958167,,
CL020,MOR01,102471997,,
CL020,MOR01,101798859,,
CL020,MOR01,108834453,,
CL020,MOR01,109769956,,
CL020,MOR01,109407091,,
CL020,MOR01,102375663,,
CL020,MOR01,110755834,,
CL020,MOR01,101798824,,
CL020,MOR01,100144992,,
CL020,MOR01,108809821,,
CL020,MOR01,110744684,,
CL020,MOR01,107623849,,
CL020,MOR01,109958108,,
CL020,MOR01,100131155,,
CL020,MOR01,112505564,,
CL020,MOR01,108728693,,
CL020,MOR01,112120365,,
CL020,MOR01,100395302,,
CL020,MOR01,104985051,,
CL020,MOR01,100415588,,
CL020,MOR01,112236131,,
CL020,MOR01,100400984,,
CL020,MOR01,108427815,,
CL020,MOR01,110575489,,
CL020,MOR01,111085490,,
CL020,MOR01,100379409,,
CL020,MOR01,100395265,,
CL020,MOR01,109277054,,
CL020,MOR01,110755711,,
CL020,MOR01,102468034,,
CL020,MOR01,111122406,,
CL020,MOR01,110461377,,
CL020,MOR01,106357577,,
CL020,MOR01,110726021,,
CL020,MOR01,106365657,,
CL020,MOR01,104184431,,
CL020,MOR01,100894208,,
CL020,MOR01,112037481,,
CL020,MOR01,112413264,,
CL020,MOR01,109561725,,
CL020,MOR01,100395812,,
CL020,MOR01,110988558,,
CL020,MOR01,109321730,,
CL020,MOR01,110755800,,
CL020,MOR01,104190849,,
CL020,MOR01,106272506,,
CL020,MOR01,100402242,,
CL020,MOR01,106365500,,
CL020,MOR01,111765170,,
CL020,MOR01,112505468,,
CL020,MOR01,109150563,,
CL020,MOR01,110766859,,
CL020,MOR01,104436861,,
CL020,MOR01,100131227,,
CL020,MOR01,101806206,,
CL020,MOR01,105096811,,
CL020,MOR01,108738947,,
CL020,MOR01,103939977,,
CL020,MOR01,104416609,,
CL020,MOR01,110944571,,
CL020,MOR01,111786368,,
CL020,MOR01,104770261,,
CL020,MOR01,106515555,,
CL020,MOR01,104404851,,
CL020,MOR01,102375276,,
CL020,MOR01,110756044,,
CL020,MOR01,111049501,,
CL020,MOR01,110237498,,
CL020,MOR01,110728932,,
CL020,MOR01,103941196,,
CL020,MOR01,112037596,,
CL020,MOR01,108620893,,
CL020,MOR01,100412141,,
CL020,MOR01,104189354,,
CL020,MOR01,103937971,,
CL020,MOR01,111583245,,
CL020,MOR01,104438091,,
CL020,MOR01,100102362,,
CL020,MOR01,111584117,,
CL020,MOR01,110461019,,
CL020,MOR01,109098857,,
CL020,MOR01,111786608,,
CL020,MOR01,112186671,,
CL020,MOR01,100403229,,
CL020,MOR01,108998845,,
CL020,MOR01,110730514,,
CL020,MOR01,110944678,,
CL020,MOR01,110756010,,
CL020,MOR01,110701545,,
CL020,MOR01,109278014,,
CL020,MOR01,105644347,,
CL020,MOR01,104151209,,
CL020,MOR01,110043010,,
CL020,MOR01,100401910,,
CL020,MOR01,110733141,,
CL020,MOR01,100131201,,
CL020,MOR01,110285844,,
CL020,MOR01,112618841,,
CL020,MOR01,110460577,,
CL020,MOR01,112037529,,
CL020,MOR01,110461254,,
CL020,MOR01,100417479,,
CL020,MOR01,106858161,,
CL020,MOR01,102375559,,
CL020,MOR01,110237535,,
CL020,MOR01,110833863,,
CL020,MOR01,112565524,,
CL020,MOR01,100417495,,
CL020,MOR01,102375188,,
CL020,MOR01,110626223,,
CL020,MOR01,100135535,,
CL020,MOR01,107968089,,
CL020,MOR01,106657326,,
CL020,MOR01,105705402,,
CL020,MOR01,103235937,,
CL020,MOR01,111596151,,
CL020,MOR01,108948573,,
CL020,MOR01,111083603,,
CL020,MOR01,111649072,,
CL020,MOR01,112619342,,
CL020,MOR01,108738912,,
CL020,MOR01,112089169,,
CL020,MOR01,112513636,,
CL020,MOR01,100102119,,
CL020,MOR01,110626442,,
CL020,MOR01,100390211,,
CL020,MOR01,110744895,,
CL020,MOR01,112165029,,
CL020,MOR01,110733416,,
CL020,MOR01,112120445,,
CL020,MOR01,100417452,,
CL020,MOR01,109713240,,
CL020,MOR01,103939942,,
CL020,MOR01,110744713,,
CL020,MOR01,100389746,,
CL020,MOR01,112235963,,
CL020,MOR01,111583181,,
CL020,MOR01,100390739,,
CL020,MOR01,112068253,,
CL020,MOR01,104438066,,
CL020,MOR01,100401864,,
CL020,MOR01,102375250,,
CL020,MOR01,112075031,,
CL020,MOR01,109017033,,
CL020,MOR01,110463516,,
CL020,MOR01,104191690,,
CL020,MOR01,108972258,,
CL020,MOR01,110575631,,
CL020,MOR01,100391256,,
CL020,MOR01,111708722,,
CL020,MOR01,100400811,,
CL020,MOR01,107968425,,
CL020,MOR01,111765209,,
CL020,MOR01,108402562,,
CL020,MOR01,111023387,,
CL020,MOR01,109282435,,
CL020,MOR01,100097604,,
CL020,MOR01,109277791,,
CL020,MOR01,110575577,,
CL020,MOR01,109923212,,
CL020,MOR01,100412088,,
CL020,MOR01,111583309,,
CL020,MOR01,100402357,,
CL020,MOR01,104437979,,
CL020,MOR01,106524697,,
CL020,MOR01,100417428,,
CL020,MOR01,109027400,,
CL020,MOR01,110461107,,
CL020,MOR01,111547658,,
CL020,MOR01,106475531,,
CL020,MOR01,102377319,,
CL020,MOR01,109658261,,
CL020,MOR01,109948971,,
CL020,MOR01,100412096,,
CL020,MOR01,112505265,,
CL020,MOR01,107628746,,
CL020,MOR01,100403245,,
CL020,MOR01,100414497,,
CL020,MOR01,100145848,,
CL020,MOR01,109098937,,
CL020,MOR01,110755746,,
CL020,MOR01,110131829,,
CL020,MOR01,100416062,,
CL020,MOR01,100379396,,
CL020,MOR01,109854595,,
CL020,MOR01,111809793,,
CL020,MOR01,109150643,,
CL020,MOR01,112102378,,
CL020,MOR01,100107972,,
CL020,MOR01,110741301,,
CL020,MOR01,100412133,,
CL020,MOR01,112393283,,
CL020,MOR01,112054185,,
CL020,MOR01,107783615,,
CL020,MOR01,100145645,,
CL020,MOR01,100415609,,
CL020,MOR01,108832087,,
CL020,MOR01,100379337,,
CL020,MOR01,109560941,,
CL020,MOR01,102375524,,
CL020,MOR01,100412230,,
CL020,MOR01,102378338,,
CL020,MOR01,110701684,,
CL020,MOR01,100398765,,
CL020,MOR01,103938000,,
CL020,MOR01,110833716,,
CL020,MOR01,100417399,,
CL020,MOR01,100417233,,
CL020,MOR01,111786481,,
CL020,MOR01,110461191,,
CL020,MOR01,110936272,,
CL020,MOR01,112037457,,
CL020,MOR01,109920353,,
CL020,MOR01,112102407,,
CL020,MOR01,100379361,,
CL020,MOR01,105212528,,
CL020,MOR01,110268016,,
CL020,MOR01,107628869,,
CL020,MOR01,111547586,,
CL020,MOR01,110725791,,
CL020,MOR01,109658164,,
CL020,MOR01,106521058,,
CL020,MOR01,111583122,,
CL020,MOR01,100412213,,
CL020,MOR01,112565612,,
CL020,MOR01,100414753,,
CL020,MOR01,112024701,,
CL020,MOR01,112505628,,
CL020,MOR01,100132385,,
CL020,MOR01,109334354,,
CL020,MOR01,108973947,,
CL020,MOR01,110723200,,
CL020,MOR01,110733483,,
CL020,MOR01,111447702,,
CL020,MOR01,112619393,,
CL020,MOR01,100398693,,
CL020,MOR01,112088692,,
CL020,MOR01,102373465,,
CL020,MOR01,102375639,,
CL020,MOR01,106163238,,
CL020,MOR01,110305171,,
CL020,MOR01,109658228,,
CL020,MOR01,104782975,,
CL020,MOR01,111718306,,
CL020,MOR01,104021658,,
CL020,MOR01,106984669,,
CL020,MOR01,111277336,,
CL020,MOR01,110131790,,
CL020,MOR01,111480334,,
CL020,MOR01,100102371,,
CL020,MOR01,108723438,,
