,ID,Salitix_client_number,Salitix_client_name,Salitix_customer_number,salitix_customer_short_name,Promo_Status,Audit_Year,Retailer_promotion_number,Retailer_promotion_description,Promo_period,Promo_funding_type,Instore_Start_Date,Instore_End_Date,Buy_In_Start_Date,Buy_In_End_Date,Outer_Case_Code,Retailer_Product_Number,Retailer_Product_Number_2,Retailer_Product_Description,Retailer_Product_Unit_Size,Retailer_Case_Size,Retailer_product_vat_rate,Feature_space_fee,Positioning_fee,Standard_Selling_Price,Promotional_Selling_Price,Standard_Case_Cost,Promotional_Case_Cost,Promo_Retro_Funding(Case),Promo_Retro_Start_Date,Promo_Retro_End_Date,Retailer_Promo_Funding_Perc,Supplier_Promo_Funding_Perc,Trigger_Funding_Amount,Epos_Funding_Amount,Salitix_EPOS_PRD_Status_ind,Salitix_EPOS_Qty,Salitix_EPOS_Value,Salitix_Invoice_Qty_Units,Salitix_Dupe_Record_ind,Audit_Comments,CreatedDate,CreatedBy,LastUpdate,LastUpdateBy,Trigger_Unit_Qty,Salitix_Overlap_Record_ind,Salitix_Case_Size_Diff_Record_ind,Salitix_VAT_Rate_Diff_Record_ind,Salitix_Avg_Inv_Promo_Case_Price,Actual_Promotion_ID,MatchPass,Standard_Margin_perc,Promo_Margin_perc,Standard_Volume_Forecast,Promo_Volume_Forecast,Retail_Promo_Comments,Data_Source,Promotion_Zone_Number,PS_History
124,49075,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-105,Kids multibuy @ 2 for £1.80,P4,T,2021-03-25,2021-04-21,2021-03-25,2021-04-21,,50618092,,McV Penguin Mini Biscuits 6pk Orig,,8,0.2,0.0,0.0,1.0,0.9,4.8,4.8,0.0,,,0.0,0.0,0.14,0.0,Y,43928.0,41040.59,44000.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,4.8,1000093117,1.0,0.0,0.0,8000.0,64000.0,No,Pladis P4 Kids Minis 2 for £1.80 Linksave Shelf,,
125,49076,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-106,Kids multibuy @ 2 for £1.80,P4,T,2021-03-25,2021-04-21,2021-03-25,2021-04-21,,50618093,,Mini Gingerbread Men 6pk Orig,,8,0.0,0.0,0.0,1.0,0.9,4.76,4.76,0.0,,,0.0,0.0,0.12,0.0,Y,52974.0,49595.21,57600.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,4.76,1000093117,1.0,0.0,0.0,8000.0,64000.0,No,Pladis P4 Kids Minis 2 for £1.80 Linksave Shelf,,
126,49077,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-107,Kids multibuy @ 2 for £1.80,P4,T,2021-03-25,2021-04-21,2021-03-25,2021-04-21,,50618094,,Iced Gems 6pk Orig,,7,0.0,0.0,0.0,1.0,0.9,4.33,4.33,0.0,,,0.0,0.0,0.12,0.0,Y,87407.0,82287.54,84966.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,4.33,1000093117,1.0,0.0,0.0,14000.0,98000.0,No,Pladis P4 Kids Minis 2 for £1.80 Linksave Shelf,,
127,49078,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-108,Kids multibuy @ 2 for £1.80,P4,T,2021-03-25,2021-04-21,2021-03-25,2021-04-21,,50618095,,Iced Gems 5pk Chocolate,,7,0.2,0.0,0.0,1.0,0.9,3.42,3.42,0.0,,,0.0,0.0,0.12,0.0,Y,73695.0,68997.51,73542.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,3.42,1000093117,1.0,0.0,0.0,12000.0,84000.0,No,Pladis P4 Kids Minis 2 for £1.80 Linksave Shelf,,
128,49079,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-109,Flipz GE10 @ £1,P4,E,2021-03-25,2021-04-21,2021-03-25,2021-04-21,,50671224,,MCV FLIPZ 90g White Fudge,,6,0.0,0.0,0.0,1.5,1.0,6.4,6.4,2.13,,,0.0,0.0,0.0,0.355,Y,24276.0,27478.23,20520.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,6.4,1000095762,1.0,0.0,0.0,1900.0,11400.0,No,Pladis P4 Flipz £1 GE10,,
129,49080,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-110,Flipz GE10 @ £1,P4,E,2021-03-25,2021-04-21,2021-03-25,2021-04-21,,50714040,,MCV FLIPZ 90g Salted Caramel,,6,0.2,0.0,0.0,1.5,1.0,5.03,5.03,1.68,,,0.0,0.0,0.0,0.28,Y,47653.0,47463.26,35640.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,5.03,1000081796,1.0,0.0,0.0,1568.0,9408.0,No,Pladis P4 Flipz £1 GE10,,
130,49081,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-111,Flipz GE10 @ £1,P4,E,2021-03-25,2021-04-21,2021-03-25,2021-04-21,,50873404,,MCV FLIPZ 90g Milk,,6,0.2,0.0,0.0,1.5,1.0,5.33,5.33,1.78,,,0.0,0.0,0.0,0.297,Y,23186.0,19245.54,25920.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,5.33,1000093678,1.0,0.0,0.0,4000.0,24000.0,No,Pladis P4 Flipz £1 GE10,,
131,49082,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-112,Flipz GE10 @ £1,P4,E,2021-03-25,2021-04-21,2021-03-25,2021-04-21,,50873406,,MCV FLIPZ 90g Strawberry,,6,0.0,0.0,0.0,1.5,1.0,6.4,6.4,2.13,,,0.0,0.0,0.0,0.355,Y,19493.0,19456.7,19398.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,6.4,1000095762,1.0,0.0,0.0,2200.0,13200.0,No,Pladis P4 Flipz £1 GE10,,
132,49083,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-113,McVitie's Low Price Lock £1 Shelf,P4-P6,E,2021-03-31,2021-06-15,2021-03-31,2021-06-15,,5949443,,Choc Chip Hobnob 300G Choc Chip,,12,0.0,0.0,0.0,1.5,1.0,11.79,11.79,3.93,,,0.0,0.0,0.0,0.328,Y,52440.0,51607.77,6000.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,11.79,1000097264,1.0,0.0,0.0,6500.0,78000.0,No,Pladis P4 to P6 McVitie's Asda Price Drop £1.00 Shelf,,
133,49084,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-114,McVitie's Low Price Lock £1 Shelf,P4-P6,E,2021-03-31,2021-06-15,2021-03-31,2021-06-15,,50599053,,MCV TWISTS 276G CARAMEL,,12,0.0,0.0,0.0,1.25,1.0,10.05,10.05,2.01,,,0.0,0.0,0.0,0.168,Y,35662.0,35755.14,31680.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,10.05,1000100265,1.0,0.0,0.0,5000.0,60000.0,No,Pladis P4 to P6 McVitie's Asda Price Drop £1.00 Shelf,,
134,49085,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-115,Lunchtime multibuy @ 2 for £2,P5,T,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5929038,,Jacobs Savours 200g Salt and Pepper,,12,0.0,0.0,0.0,1.39,1.0,10.74,10.74,0.0,,,0.0,0.0,0.4,0.0,Y,28405.0,31640.41,25344.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,10.74,1000100585,1.0,0.0,0.0,3350.0,40200.0,No,Pladis P5 Savoury 2 for £2 Linksave SS39,,
135,49086,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-116,Lunchtime multibuy @ 2 for £2,P5,T,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5929626,,Carrs 125g Table Water,,12,0.0,0.0,0.0,1.19,1.0,10.28,10.28,0.0,,,0.0,0.0,0.28,0.0,Y,25113.0,26522.81,21600.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,10.28,1000100585,1.0,0.0,0.0,7000.0,84000.0,No,Pladis P5 Savoury 2 for £2 Linksave SS39,,
136,49087,CL002,PLADIS,ASD01,ASDA,2,2021,CL002-ASD01-2021-117,Tuc + Cheddars SS13 @ £0.75,P5,E,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5930410,,TUC ORIGINAL 150g Original,,12,0.0,0.0,0.0,1.0,0.75,12.01,12.01,5.53,,,0.0,0.0,0.0,0.461,Y,132170.0,99776.54,107940.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,Y,N,12.01,1000097175,1.0,0.0,0.0,5600.0,67200.0,No,P5 Tuc & Cheddars £0.75 GE13,,
137,49088,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-118,EDB linksave @ 2 for £1.80,P5,T,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5930494,,MCVITIES HOBNOB 300G PLAIN,,12,0.0,0.0,0.0,1.0,0.9,7.86,7.86,0.0,,,0.0,0.0,0.13,0.0,Y,49167.0,44247.96,,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,,1000101144,1.0,0.0,0.0,5600.0,67200.0,No,P5 EDB 2 for £1.80 Linksave Shelf,,
138,49089,CL002,PLADIS,ASD01,ASDA,2,2021,CL002-ASD01-2021-119,Tuc + Cheddars SS13 @ £0.75,P5,E,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5930508,,JACOBS CHEDDARS 150g Original,,12,0.0,0.0,0.0,1.0,0.75,11.15,11.15,4.67,,,0.0,0.0,0.0,0.389,Y,199930.0,150861.32,176400.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,11.15,1000099673,1.0,0.0,0.0,4500.0,54000.0,No,P5 Tuc & Cheddars £0.75 GE13,,
139,49090,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-120,Lunchtime multibuy @ 2 for £2,P5,T,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5934190,,Carrs 150g Cheese Melts,,12,0.0,0.0,0.0,1.49,1.0,14.19,14.19,0.0,,,0.0,0.0,0.78,0.0,Y,31336.0,34896.77,30240.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,14.19,1000100585,1.0,0.0,0.0,6000.0,72000.0,No,Pladis P5 Savoury 2 for £2 Linksave SS39,,
140,49091,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-121,Lunchtime multibuy @ 2 for £2,P5,T,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5940651,,Jacobs Flatbread 150g Salt and Pepper,,5,0.0,0.0,0.0,1.5,1.0,6.44,6.44,0.0,,,0.0,0.0,1.14,0.0,Y,14525.0,16647.22,2790.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,6.44,1000100585,1.0,0.0,0.0,7000.0,35000.0,No,Pladis P5 Savoury 2 for £2 Linksave SS39,,
141,49092,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-122,EDB linksave @ 2 for £1.80,P5,T,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5943612,,MCV GINGER NUTS 250G PLAIN,,12,0.0,0.0,0.0,1.0,0.9,7.86,7.86,0.0,,,0.0,0.0,0.13,0.0,Y,101321.0,91180.75,,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,,1000101144,1.0,0.0,0.0,6800.0,81600.0,No,P5 EDB 2 for £1.80 Linksave Shelf,,
142,49093,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-123,Lunchtime multibuy @ 2 for £2,P5,T,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5944655,,Jacobs Savours 150g Chilli Thins,,12,0.0,0.0,0.0,1.39,1.0,10.74,10.74,0.0,,,0.0,0.0,0.4,0.0,Y,15595.0,17049.59,17136.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,10.74,1000100585,1.0,0.0,0.0,1400.0,16800.0,No,Pladis P5 Savoury 2 for £2 Linksave SS39,,
143,49094,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-124,EDB linksave @ 2 for £1.80,P5,T,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5946748,,MCV FRUIT SHORTCAKE 200G PLAIN,,12,0.0,0.0,0.0,1.0,0.9,7.86,7.86,0.0,,,0.0,0.0,0.13,0.0,Y,40784.0,36701.55,31104.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,7.86,1000101144,1.0,0.0,0.0,2656.0,31872.0,No,P5 EDB 2 for £1.80 Linksave Shelf,,
144,49095,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-125,Lunchtime multibuy @ 2 for £2,P5,T,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5947259,,Jacobs Savours 150g Cheese,,12,0.0,0.0,0.0,1.39,1.0,10.74,10.74,0.0,,,0.0,0.0,0.4,0.0,Y,9263.0,10220.46,13104.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,10.74,1000100585,1.0,0.0,0.0,1500.0,18000.0,No,Pladis P5 Savoury 2 for £2 Linksave SS39,,
145,49096,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-125,Lunchtime multibuy @ 2 for £2,P5,T,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5947266,,Jacobs Savours 150g Sour Cream & Chive,,12,0.0,0.0,0.0,1.39,1.0,10.74,10.74,0.0,,,0.0,0.0,0.4,0.0,Y,23080.0,25734.11,21168.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,10.74,1000100585,1.0,0.0,0.0,2500.0,30000.0,No,Pladis P5 Savoury 2 for £2 Linksave SS39,,
146,49097,CL002,PLADIS,ASD01,ASDA,2,2021,CL002-ASD01-2021-126,Tuc + Cheddars SS13 @ £0.75,P5,E,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5947287,,JACOBS CHEDDARS 150g BBQ,,12,0.0,0.0,0.0,1.0,0.75,11.15,11.15,4.67,,,0.0,0.0,0.0,0.389,Y,26741.0,20201.11,,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,,1000099673,1.0,0.0,0.0,900.0,10800.0,0,P5 Tuc & Cheddars £0.75 GE13,,
147,49098,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-127,McVitie's Choc Hobnob SS6 @ £1,P5,E,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5949268,,McV Hobnobs 262G MILK,,12,0.2,0.0,0.0,1.5,1.0,10.8,10.8,3.6,,,0.0,0.0,0.0,0.3,Y,71485.0,71289.7,57600.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,10.8,1000100835,1.0,0.0,0.0,4108.0,49296.0,No,P5 Choc Digs & Choc Hobnobs DISPLAY £1,,
148,49099,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-127,McVitie's Choc Hobnob SS6 @ £1,P5,E,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5949275,,McV Hobnobs 262G DARK,,12,0.2,0.0,0.0,1.5,1.0,10.8,10.8,3.6,,,0.0,0.0,0.0,0.3,Y,18609.0,18542.84,17280.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,10.8,1000100835,1.0,0.0,0.0,904.0,10848.0,No,P5 Choc Digs & Choc Hobnobs DISPLAY £1,,
149,49100,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-128,Lunchtime multibuy @ 2 for £2,P5,T,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5950668,,Jacobs Lunchtime  190g Chive crispbreads,,6,0.0,0.0,0.0,1.5,1.0,6.63,6.63,0.0,,,0.0,0.0,0.82,0.0,Y,24451.0,27330.35,14280.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,6.63,1000100585,1.0,0.0,0.0,7400.0,44400.0,No,Pladis P5 Savoury 2 for £2 Linksave SS39,,
150,49101,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-128,Lunchtime multibuy @ 2 for £2,P5,T,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5950675,,Jacobs Lunchtime  190g Mixed Grain Crispbreads,,6,0.0,0.0,0.0,1.5,1.0,6.63,6.63,0.0,,,0.0,0.0,0.82,0.0,Y,22897.0,25388.65,14280.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,6.63,1000100585,1.0,0.0,0.0,7250.0,43500.0,No,Pladis P5 Savoury 2 for £2 Linksave SS39,,
151,49102,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-128,Lunchtime multibuy @ 2 for £2,P5,T,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,5950682,,Jacobs Lunchtime  190g Mixed Seed Crispbreads,,6,0.0,0.0,0.0,1.5,1.0,6.63,6.63,0.0,,,0.0,0.0,0.82,0.0,Y,13042.0,14338.53,7140.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,6.63,1000100585,1.0,0.0,0.0,4750.0,28500.0,No,Pladis P5 Savoury 2 for £2 Linksave SS39,,
152,49103,CL002,PLADIS,ASD01,ASDA,2,2021,CL002-ASD01-2021-129,McVitie's Fully Coated GE13 @ £1.25,P5,E,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,50100554,,Mcv Digestive 149g Coated,,12,0.2,0.0,0.0,1.79,1.25,12.89,12.89,3.89,,,0.0,0.0,0.0,0.324,Y,33297.0,41561.12,21852.0,N,Small participation difference,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,12.89,1000098899,1.0,0.0,0.0,1250.0,15000.0,No,P5 Fully Coated £1.25 GE13,,
153,49104,CL002,PLADIS,ASD01,ASDA,2,2021,CL002-ASD01-2021-129,McVitie's Fully Coated GE13 @ £1.25,P5,E,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,50100708,,Mcv Hobnob 149g LEMON,,12,0.2,0.0,0.0,1.79,1.25,12.89,12.89,3.89,,,0.0,0.0,0.0,0.324,Y,32364.0,40484.64,13608.0,N,Small participation difference,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,12.89,1000098899,1.0,0.0,0.0,1250.0,15000.0,No,P5 Fully Coated £1.25 GE13,,
154,49105,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-130,McVitie's Jaffa Singles @ £0.60,P5,E,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,50148554,,Jaffa Cakes 12 x 10 cks Cherry,,12,0.0,0.0,0.0,1.2,0.6,10.08,10.08,5.04,,,0.0,0.0,0.0,0.42,Y,35028.0,21957.88,,N,Small <£500 discrepancy but 25/03 not inv on one sku so not gone for,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,,1000098940,1.0,0.0,0.0,200.0,2400.0,0,P5 Jaffa Original & Flavours SS16 & QMS9 £0.60,,
155,49106,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-130,McVitie's Jaffa Singles @ £0.60,P5,E,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,50148564,,Jaffa Cakes 12 x 10 cks Passionfruit,,12,0.0,0.0,0.0,1.2,0.6,10.08,10.08,5.04,,,0.0,0.0,0.0,0.42,Y,31316.0,19079.22,,N,Small <£500 discrepancy but 25/03 not inv on one sku so not gone for,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,,1000098940,1.0,0.0,0.0,200.0,2400.0,No,P5 Jaffa Original & Flavours SS16 & QMS9 £0.60,,
156,49107,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-131,VIB @ £1 P5 FOS DISPLAY,P5,E,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,50161038,,MCV VIB 250g BORANG,,12,0.2,0.0,0.0,1.79,1.0,12.89,12.89,5.69,,,0.0,0.0,0.0,0.474,Y,28861.0,26276.16,34200.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,12.89,1000102011,1.0,0.0,0.0,3240.0,38880.0,No,P5 VIB DISPLAY £1,,
157,49108,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-131,VIB @ £1 P5 FOS DISPLAY,P5,E,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,50161041,,MCV VIB 250G CARAML,,12,0.2,0.0,0.0,1.79,1.0,12.89,12.89,5.69,,,0.0,0.0,0.0,0.474,Y,61075.0,60936.75,73800.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,12.89,1000102011,1.0,0.0,0.0,1320.0,15840.0,No,P5 VIB DISPLAY £1,,
158,49109,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-131,VIB @ £1 P5 FOS DISPLAY,P5,E,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,50161043,,MCV VIB 250g CHOCHZ,,12,0.2,0.0,0.0,1.79,1.0,12.89,12.89,5.69,,,0.0,0.0,0.0,0.474,Y,31552.0,29808.64,48600.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,12.89,1000102011,1.0,0.0,0.0,4108.0,49296.0,No,P5 VIB DISPLAY £1,,
159,49110,CL002,PLADIS,ASD01,ASDA,2,2021,CL002-ASD01-2021-132,Jaffa Twin Pack ,P5,N,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,50279604,,McV Jaffa Cakes 244g Twin,,6,0.0,0.0,25650.0,2.0,1.0,8.08,8.08,0.0,,,0.0,0.0,0.0,0.0,Y,105308.0,128876.81,168300.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,8.08,,,0.0,0.0,2960.0,17760.0,No,P5 Jaffa GATE FEE 22.04.2021,,
160,49111,CL002,PLADIS,ASD01,ASDA,2,2021,CL002-ASD01-2021-133,McVitie's Jaffa Triple @ £1.75,P5,E,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,50279605,,Jaffa Cakes 476G Original,,6,0.0,0.0,0.0,3.5,1.75,15.14,15.14,7.57,,,0.0,0.0,0.0,1.262,Y,235973.0,354750.31,,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,,1000098538,1.0,0.0,0.0,1000.0,6000.0,No,P5 Jaffa Triple £1.75 GE13,,
161,49112,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-134,McVitie's Jaffa Singles @ £0.60,P5,E,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,50293713,,JAFFA CAKE 122G SINGLE,,12,0.0,0.0,0.0,1.2,0.6,10.37,10.37,5.18,,,0.0,0.0,0.0,0.432,Y,108767.0,65525.6,72000.0,N,Small <£500 discrepancy but 25/03 not inv on one sku so not gone for,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,10.37,1000100070,1.0,0.0,0.0,3300.0,39600.0,No,P5 Jaffa Original & Flavours SS16 & QMS9 £0.60,,
162,49113,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-135,pladis McVitie's Milk Choc Digs @ £1,P5,E,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,50308084,,McV Choc Digs 266g Dark,,12,0.2,0.0,0.0,1.5,1.0,10.8,10.8,3.6,,,0.0,0.0,0.0,0.3,Y,46909.0,47039.36,34560.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,10.8,1000100835,1.0,0.0,0.0,1320.0,15840.0,No,P5 Choc Digs & Choc Hobnobs DISPLAY £1,,
163,49114,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-135,pladis McVitie's Milk Choc Digs @ £1,P5,E,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,50308085,,McV Choc Digs 266g Milk,,12,0.2,0.0,0.0,1.5,1.0,10.8,10.8,3.6,,,0.0,0.0,0.0,0.3,Y,140597.0,141074.76,125280.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,10.8,1000100835,1.0,0.0,0.0,3240.0,38880.0,No,P5 Choc Digs & Choc Hobnobs DISPLAY £1,,
164,49115,CL002,PLADIS,ASD01,ASDA,3,2021,CL002-ASD01-2021-136,McVitie's Choc Hobnob Twin GE10 @ £1.50,P5,E,2021-04-22,2021-05-19,2021-04-22,2021-05-19,,50342267,,MCV HOBNOB 2x318G CHOC TWIN,,6,0.2,0.0,0.0,3.0,1.5,10.8,10.8,5.4,,,0.0,0.0,0.0,0.9,Y,97377.0,146654.78,,N,Claim 5108. £10k.,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,,1000100799,1.0,0.0,0.0,5000.0,30000.0,No,P5 Choc Hobnobs Twin £1.50 GE13,,
