,Vendor_Name,Retailer_Invoice
0,ASDA,7000176870
1,SAINSBURYS,RP211/U0200/002
2,BOOKER,90765022
3,UNITAS,UNSI0024967
4,SAINSBURYS,RP4269/U0200/004
5,MORRISONS,20201007124474
6,ICELAND,ADD18942/424
7,SAINSBURYS,RP5961/U0200/001
8,TESCO,1002100204609
9,SAINSBURYS,RP6861/U0200/002
10,MORRISONS,20221699239693
11,COOP,TI00989820
12,COOP,TI01119754
13,MORRISONS,20221948752995
14,WAITROSE,4700203394
15,BOOKER,90807020
16,ASDA,7000150421
17,MORRISONS,20211210773593
18,MORRISONS,20211461822562
19,BOOKER,1801895733
20,COOP,TI00839375
21,COOP,0093895997
22,COOP,TI01023317
23,AMAZON,2083696395VCBSIN
24,SAINSBURYS,RP7011/U0200/003
25,WAITROSE,4700251475
26,TESCO,2100572695
27,MORRISONS,20211270777747
28,MORRISONS,20232136100555
29,ASDA,7000080830
30,MORRISONS,20211392501017
31,MORRISONS,20221563884426
32,COOP,TI00955714
33,SAINSBURYS,RP4288/U0200/003
34,SAINSBURYS,RP4438/U0200/002
35,MORRISONS,20221586378624
36,NISA,T282695
37,BOOKER,90753309
38,ASDA,7000179546
39,SAINSBURYS,RP9466/U0200/002
40,SAINSBURYS,RP4231/U0200/001
41,MORRISONS,2019846121603
42,MORRISONS,2020956111425
43,BESTWAY,947234
44,COOP,TI01055781
45,MORRISONS,20221990650057
46,COOP,TI01223788
47,COOP,TI01236014
48,MORRISONS,20211083185702
49,MORRISONS,20211190530567
50,MORRISONS,20221653539095
51,COOP,TI01259070
52,SAINSBURYS,RP7337/U0200/002
53,COOP,TI01283979
54,ASDA,7000081723
55,SPAR,RC48231
56,ICELAND,ADD18476/823
57,ICELAND,991/1623
58,SAINSBURYS,RP5420/U0200/001
59,WAITROSE,4700269899
60,ASDA,7000036796
61,TESCO,EL125234
62,SAINSBURYS,RP8804/U0200/002
63,COOP,TI01016000
64,COOP,TI01179435
65,NISA,19648
66,MORRISONS,20221802925115
67,NISA,T318434
68,NISA,T326466
69,MORRISONS,2020862582991
70,MORRISONS,20211067002041
71,MORRISONS,20221541150608
72,BESTWAY,925623
73,COOP,TI01110091
74,ASDA,7000096304
75,TESCO,2100252489
76,MORRISONS,20202020862582991
77,COOP,TI00963630
78,COOP,TI00936667
79,WAITROSE,4700200681
80,ONESTOP,INV-116428
81,ASDA,7000063093
82,SAINSBURYS,RP856/U0200/001
83,NISA,T266036
84,COOP,TI00882328
85,COOP,TI00899468
86,MANDS,ST03 INVALID PRI
87,ASDA,7000010423
88,COOP,TI00843547
89,COOP,TI00890763
90,NISA,T276475
91,BOOKER,90732186
92,COOP,TI01049164
93,MORRISONS,20221921576181
94,MORRISONS,20202019808647315
95,MORRISONS,20211164417894
96,WAITROSE,70171303174
97,BESTWAY,987355
98,SPAR,76153
99,COOP,TI01041114
100,COOP,TI01240096
101,MORRISONS,20221563884523
102,BOOKER,90801153
103,SPAR,SS611066
104,ASDA,7000105629
105,TESCO,2100333173
106,MORRISONS,20211182259629
107,MORRISONS,20221664094541
108,COOP,TI01010338
109,ASDA,7000073241 CT
110,TESCO,2100805988
111,ASDA,7000062229
112,TESCO,2100520606
113,COOP,TI00867300
114,COOP,bulkTI
115,WAITROSE,4700028936
116,ASDA,7000127532
117,TESCO,2100356054
118,SAINSBURYS,FD365885 / 01
119,COOP,TI00884022
120,COOP,TI00922312
121,BOOKER,90742635
122,SAINSBURYS,RP4236/U0200/001
123,SAINSBURYS,RP8008/U0200/004
124,COOP,TI01288559
125,ASDA,7000142218
126,ICELAND,364/2522
127,SAINSBURYS,RP4258/U0200/004
128,SAINSBURYS,PD30844974
129,COOP,TI00908454
130,ICELAND,617/1821
131,NISA,T282360
132,COOP,TI01022660
133,NISA,T308648
134,MORRISONS,20221792228739
135,COOP,TI01184657
136,TESCO,2100889551
137,COOP,TI01054124
138,COOP,TI01154971
139,BESTWAY,1169419/2416
140,BOOKER,1802109815
141,SAINSBURYS,RP319/U0200/001
142,ICELAND,460/3220
143,SPAR,73422
144,UNITAS,UNSI0015514
145,BESTWAY,1055574
146,AMAZON,5800734034
147,COOP,TI01155983
148,COOP,TI01204853
149,ASDA,7000054098
150,SAINSBURYS,RP6818/U0200/001
151,MORRISONS,20221586380069
152,COOP,TI01050762
153,COOP,TI01177671
154,COOP,TI01217000
155,ASDA,7000108639
156,COOP,TI00854203
157,COOP,TI01179925
158,ASDA,7000154059
159,WAITROSE,4700195709
160,WAITROSE,7012013515
161,ICELAND,21463/2424
162,ASDA,7000109213
163,SAINSBURYS,RP5957/U0200/004
164,MORRISONS,2020938909509
165,AMAZON,5800643526
166,WAITROSE,4700080706
167,COOP,TI01136840
168,ASDA,6601024500
169,ASDA,7000148725
170,MORRISONS,2020945268795
171,NISA,T270631
172,WAITROSE,70171313223
173,COOP,TI01183190
174,SAINSBURYS,RP9283/U0200/008
175,SAINSBURYS,FD365150 / 01
176,COOP,TI01005690
177,MORRISONS,20221948755106
178,COOP,TI01201146
179,ASDA,7000164463
180,TESCO,94071139
181,MORRISONS,2020882120028
182,COOP,TI00899442
183,COOP,TI00935199
184,MANDS,5100326216
185,NISA,T285361
186,WAITROSE,4700237182
187,MORRISONS,20211424123025
188,MORRISONS,20221602459945
189,ICELAND,ADD15105/2821
190,COOP,TI01265221
191,ICELAND,22600/2724
192,MORRISONS,20211294757878
193,UNITAS,UNSI0010011
194,ICELAND,1802024178
195,COOP,TI01122080
196,ASDA,7000173400
197,ASDA,7000035232
198,MORRISONS,20211052459997
199,BOOKER,90745046
200,UNITAS,UNSI0021386
201,COOP,TI01142255
202,TESCO,2100616838
203,MORRISONS,20221509804821
204,COOP,TI00892125
205,BOOKER,90797521
206,COOP,TI01192107
207,TESCO,2100841443
208,BESTWAY,A01166078
209,TESCO,1002100182065
210,TESCO,2100568835
211,BESTWAY,1061022
212,WAITROSE,4700130330
213,BOOKER,1434076008
214,COOP,TI00872756
215,BOOKER,90726409
216,SPAR,75213
217,BESTWAY,995140
218,COOP,TI00975777
219,COOP,TI00942809
220,AMAZON,5800653281
221,COOP,TI01170309
222,MORRISONS,20223562717
223,WAITROSE,4700156165
224,MORRISONS,20232207398207
225,ASDA,7000128158
226,SAINSBURYS,FD365025 / 01
227,MORRISONS,20211445831406
228,MORRISONS,20221530518356
229,COOP,TI00843571
230,COOP,TI00978123
231,COOP,TI01019165
232,COOP,TI01054136
233,TESCO,2100914966
234,ICELAND,22378/2724
235,MORRISONS,20221620160563
236,COOP,TI01109042
237,COOP,TI01092120
238,TESCO,2100385473
239,COOP,TI01122099
240,MORRISONS,20232019091797
241,SAINSBURYS,RP1509/U0200/004
242,TESCO,2100338955
243,SAINSBURYS,RP1116/U0200/001
244,MORRISONS,20211336679637
245,WAITROSE,70171261859
246,WAITROSE,70171286737
247,COOP,TI00993222
248,WAITROSE,4700091685
249,COOP,TI01249992
250,ASDA,7000135690
251,MORRISONS,2020931866782
252,COOP,TI00837589
253,COOP,TI00922296
254,MANDS,5101164398 94006
255,MANDS,5101758648
256,COOP,TI01220379
257,TESCO,EL117858
258,TESCO,1002100554471
259,SAINSBURYS,RP9055/U0200/004
260,MORRISONS,20211073566283
261,COOP,TI00957626
262,SPAR,34106
263,WAITROSE,70171397318
264,ICELAND,427/2023
265,SAINSBURYS,RP2207/U0200/001
266,TESCO,2100328266
267,TESCO,1002100595914
268,MORRISONS,2020984578475
269,COOP,TI00852387
270,COOP,TI01045065
271,WAITROSE,4700121590
272,SAINSBURYS,RP4570/U0200/004
273,MORRISONS,20221898462576
274,BESTWAY,A01139725
275,ASDA,7000136520
276,SAINSBURYS,RP7204/U0200/001
277,SAINSBURYS,RP1192/U0200/001
278,COOP,TI00909774
279,BESTWAY,1019296
280,COOP,TI01292002
281,ASDA,7000093336
282,ASDA,7000136329
283,ASDA,7000015949
284,TESCO,2100449766
285,COOP,TI00879455
286,WAITROSE,70171359484
287,BESTWAY,A01133815
288,BESTWAY,1021775
289,MANDS,5103168188
290,COOP,TI01259075
291,BOOKER,90819845
292,SAINSBURYS,RP462/U0200/004
293,ICELAND,433/3022
294,WAITROSE,4700244677
295,ICELAND,716/3220
296,NISA,2263001O
297,WAITROSE,4700069471
298,COOP,TI01019173
299,ICELAND,ADD16526/3222
300,COOP,TI01148243
301,WAITROSE,4700123085
302,BESTWAY,1131284/4816
303,MORRISONS,20222019091603
304,TESCO,2100369850
305,SAINSBURYS,RP941/U0200/003
306,MORRISONS,20211067000369
307,ICELAND,887/4220
308,COOP,TI01045060
309,MORRISONS,20221824184339
310,COOP,TI01184660
311,COOP,TI00827368
312,COOP,TI00848574
313,COOP,TI00854206
314,BESTWAY,924426
315,BOOKER,90764144
316,MORRISONS,20221938314583
317,ICELAND,150/0421
318,NISA,T284573
319,ICELAND,434/4721
320,WAITROSE,4700114810
321,MORRISONS,20221921575483
322,ASDA,7000090807
323,TESCO,2100468495
324,BOOKER,90735502
325,BOOKER,90762341
326,WAITROSE,4700211455
327,MORRISONS,20211294759796
328,COOP,TI00962044
329,MANDS,5100325584 93975
330,SAINSBURYS,FD371876 / 01
331,SPAR,0000036465
332,ICELAND,0094254959
333,ASDA,7000047947
334,TESCO,2100329041
335,SAINSBURYS,RP6833/U0200/004
336,SAINSBURYS,RP8113/U0200/002
337,SAINSBURYS,FD362760 / 01
338,MORRISONS,20211038194079
339,MORRISONS,20211112371849
340,COOP,TI01019181
341,SAINSBURYS,RP5638/U0100/004
342,MORRISONS,20232351127658
343,SAINSBURYS,RP5407/U0200/001
344,ICELAND,ADD16805/4422
345,MORRISONS,20231158864
346,ASDA,7000051342
347,COOP,TI01276352
348,ASDA,7000160818
349,MORRISONS,20211141729611
350,MORRISONS,20211246715187
351,SAINSBURYS,RP1904/U0200/00
352,ICELAND,334/4323
353,ASDA,7000089630
354,ASDA,7000001970
355,SAINSBURYS,RP5500/U0200/003
356,MORRISONS,2019828943311
357,BESTWAY,1068898
358,ASDA,7000103806
359,COOP,TI01255855
360,BOOKER,90818259
361,ICELAND,21548/1924
362,ASDA,7000115968
363,TESCO,2100283512
364,MORRISONS,2020870251241
365,MORRISONS,20211424124072
366,BOOKER,90728786
367,SPAR,77949
368,MANDS,1800679910
369,TESCO,2100692242
370,SAINSBURYS,FD373570
371,MORRISONS,20211086556359
372,AMAZON,5800456791
373,NISA,T281446
374,COOP,TI01110113
375,ASDA,7000092298
376,ICELAND,1801971261
377,COOP,TI01071320
378,WAITROSE,4700177321
379,WAITROSE,4700217332
380,ASDA,7000188076
381,WAITROSE,70171283372
382,BESTWAY,1011177
383,SAINSBURYS,RP1904/U0200/001
384,COOP,TI01207003
385,ASDA,7000110781
386,TESCO,1002100237117
387,ICELAND,ADD15399/3921
388,COOP,TI00964750
389,AMAZON,2084434894VCBSIN
390,ASDA,7000000456
391,SAINSBURYS,RP885/U0200/004
392,COOP,TI00848575 CT
393,COOP,TI00890749
394,COOP,TI00928948
395,ICELAND,ADD16210/822
396,MANDS,5100818969
397,ICELAND,ADD16726/4022
398,ASDA,7000022950
399,SAINSBURYS,RP8506/U0200/002
400,MORRISONS,20211424123266
401,COOP,TI01191219
402,SAINSBURYS,RP8930/U0200/003
403,SAINSBURYS,RP22/U0200/002
404,SAINSBURYS,RP8380/U0200/003
405,SAINSBURYS,PD30850130
406,TESCO,2100519928
407,SAINSBURYS,RP287/U0200/003
408,SAINSBURYS,RP8615/U0200/002
409,AMAZON,2084859212VCBSINV
410,MORRISONS,20211141729380
411,SAINSBURYS,RP1188/U0200/003
412,TESCO,2100383752
413,SAINSBURYS,RP8414/U0200/004
414,MORRISONS,2020886477850
415,MORRISONS,2020921229160
416,COOP,TI00848564
417,ICELAND,ADD14738/2221
418,COOP,TI00980912
419,MANDS,5101499688
420,BOOKER,90799336
421,TESCO,2100859748
422,MORRISONS,20211336678955
423,BESTWAY,977909
424,COOP,TI01125121
425,MORRISONS,20222085102740
426,COOP,TI01275386
427,ASDA,7000105595
428,ASDA,7000144377
429,SAINSBURYS,RP327/U0200/001
430,COOP,TI01078714
431,COOP,TI01118752
432,SAINSBURYS,RP1836/U0200/001
433,ICELAND,200/1423
434,ASDA,7000113976 CT
435,TESCO,2100371499
436,SAINSBURYS,RP3509/U0200/004
437,BOOKER,90677110
438,COOP,TI01128032
439,SPAR,29/149679
440,COOP,TI00816531
441,COOP,TI00986674
442,ICELAND,729/3422
443,SAINSBURYS,RP3314/U0200/002
444,AMAZON,2085332347VCBSINV
445,MCCOLLS,1198003O
446,COOP,TI00964737
447,AMAZON,2121651799
448,TESCO,2100433479
449,SAINSBURYS,RP7380/U0200/001
450,MORRISONS,2019831897073
451,MANDS,5100695858
452,BESTWAY,996184
453,COOP,PCM106380
454,SAINSBURYS,PD20804252
455,MORRISONS,20221467926073
456,COOP,TI00899453
457,COOP,TI01086240
458,COOP,TI01098423
459,SAINSBURYS,RP7898/U0200/009
460,MORRISONS,2020956109721
461,MORRISONS,20211392499854
462,ICELAND,716/3920
463,WAITROSE,70171370430
464,COOP,TI01139607
465,COOP,TI00993637
466,COOP,TI01149699
467,TESCO,2100450687
468,SAINSBURYS,RP30/U0200/001
469,AMAZON,5800444249
470,WAITROSE,4700283760
471,ASDA,7000089445
472,BESTWAY,1000468
473,BESTWAY,1183017/
474,TESCO,1002100215818
475,TESCO,1002100669504
476,MORRISONS,20211270779226
477,COOP,TI00927809
478,NISA,T282675
479,BESTWAY,1114479
480,TESCO,1002100581129
481,SAINSBURYS,RP6699/U0200/003
482,MORRISONS,20211052461731
483,COOP,TI00885896
484,AMAZON,2121707236
485,MORRISONS,20232199989580
486,TESCO,2100580277
487,COOP,TI00930331
488,COOP,TI01062322
489,UNITAS,UNSI0019228
490,COOP,TI01077635
491,ICELAND,991/3123
492,COOP,TI01275383
493,NISA,T320217
494,NISA,T322275
495,COOP,TI01284484
496,ASDA,7000101677
497,SAINSBURYS,RP2074/U0200/001
498,MORRISONS,20211112373270
499,MORRISONS,20211210773680
500,COOP,TI01068657
501,TESCO,1002100685196
502,ICELAND,20760/1424
503,ASDA,7000162463
504,SAINSBURYS,RP6649/U0200/003
505,COOP,TI00901654
506,COOP,TI00912466
507,MANDS,5100748229
508,COOP,TI01130837
509,COSTCO,DF428819-1
510,BESTWAY,A01147563
511,ASDA,7000071579
512,SAINSBURYS,RP4036/U0200/004
513,COOP,TI00882573
514,COOP,TI00921162
515,WAITROSE,70171390191
516,AMAZON,2083793005VCBSIN
517,NISA,T316571
518,MORRISONS,20231990649272
519,COOP,TI01234574
520,AMAZON,2121707233
521,BESTWAY,948882
522,COOP,TI00911469
523,NISA,T282063
524,ICELAND,1801805479
525,COOP,TI00967769
526,COOP,TI01036267
527,COOP,TI01091462
528,ASDA,7000162921
529,BESTWAY,1159231/6414
530,ICELAND,20039V/2224
531,COOP,TI01035135
532,TESCO,2100736793
533,SAINSBURYS,RP5174/U0200/003
534,SAINSBURYS,RP2739/U0200/002
535,MORRISONS,20211127365606
536,MORRISONS,20211432995062
537,COOP,TI01011681
538,COOP,TI01128044
539,ASDA,7000150344
540,MORRISONS,202012297813
541,MORRISONS,2020921227787
542,COOP,TI00867305
543,SAINSBURYS,DP0601202000042
544,MORRISONS,20211092670745
545,MORRISONS,20211299722910
546,TESCO,2100825821
547,TESCO,210048047
548,MORRISONS,20211164419177
549,WAITROSE,4700195749
550,NISA,T326630
551,SAINSBURYS,SIN-202010-551
552,MORRISONS,20221609202164
553,UNITAS,UNSI0020948
554,AMAZON,2085081059VCBSINV
555,COOP,TI01252586
556,MORRISONS,20232230668901
557,ASDA,7000044847
558,COOP,TI00885906
559,BOOKER,90697102
560,COOP,TI00895544
561,TESCO,2100416642
562,MORRISONS,2019835124467
563,ICELAND,204/0321
564,COOP,TI01040283
565,COOP,TI01108553
566,ASDA,7000150459
567,TESCO,1002100204043
568,MORRISONS,20202020870253524
569,ASDA,7000110416
570,TESCO,2100354194
571,SAINSBURYS,RP2427/U0200/004
572,SAINSBURYS,RP9550/U0200/00
573,BOOKER,90681315  CT
574,COOP,TI00901634
575,MANDS,5100362340 93971
576,COOP,TC00094908
577,COOP,TI01187558
578,BOOKER,90809731
579,TESCO,100609027
580,COOP,TI00858971
581,SPAR,SL/C7859
582,WAITROSE,4700073132
583,COOP,TI01114131
584,COOP,TI01169621
585,WAITROSE,4700237521
586,ASDA,7000024349
587,TESCO,2100622488
588,MORRISONS,2020931868330
589,TESCO,2100725063
590,SAINSBURYS,RP3857/U0200/001
591,MORRISONS,20232304255308
592,SAINSBURYS,RP6345/U0200/004
593,SAINSBURYS,PD00748423
594,SAINSBURYS,RP3994/U0200/001
595,COOP,TI01086247
596,COOP,TI00946926
597,AMAZON,5800951919
598,SAINSBURYS,RP2918/U0200/001
599,MORRISONS,20211345877533
600,COOP,TI00932602
601,BESTWAY,1115078
602,WAITROSE,4700242861
603,MORRISONS,20232219706644
604,SAINSBURYS,RP8353/U0200/004
605,MORRISONS,20221557677914
606,COOP,TI01005707
607,NISA,T321706
608,COOP,PCM114714
609,ASDA,CT 7000090417
610,ASDA,7000030901
611,COOP,TI00885893
612,COOP,TI01050775
613,COOP,TI01105592
614,COOP,TI01173790
615,MORRISONS,2019858947595
616,COOP,TI00955699
617,MANDS,5101881324
618,COOP,TI01055761
619,COOP,TI00834326
620,COOP,TI01073062
621,COSTCO,DF426831-1
622,MORRISONS,20232194199197
623,ICELAND,79V/0824
624,ICELAND,20037V/1224
625,MORRISONS,20211418243531
626,COSTCO,DF368482
627,MANDS,1800674770
628,ICELAND,ADD18481/1323
629,SAINSBURYS,RP3510/U0200/004
630,MORRISONS,20211138675260
631,AMAZON,2121324063
632,COOP,TI00925854
633,WAITROSE,4700117664
634,ASDA,7000123199
635,MORRISONS,20201028971839
636,MORRISONS,20221586378863
637,BESTWAY,A01135839
638,ASDA,7000153528
639,COOP,TI01016021
640,COOP,TI01084595
641,ICELAND,ADD17711/424
642,COOP,CI00074297
643,BESTWAY,A01135702
644,SAINSBURYS,RP1788/U0200/001
645,MORRISONS,20202020862584013
646,MORRISONS,20211157697737
647,COOP,TI00938544
648,MORRISONS,20232261540164
649,MORRISONS,20232261541272
650,MORRISONS,2020020_867133651
651,MORRISONS,20211403232341
652,MORRISONS,20221509803025
653,ASDA,7000142640
654,ICELAND,ADD16006/4721
655,TESCO,2100819554
656,AMAZON,5801028010
657,TESCO,2100270719
658,SAINSBURYS,RP2059/U0200/003
659,SAINSBURYS,RP3054/U0200/002
660,BESTWAY,1007095
661,COOP,TI01086245
662,WAITROSE,4700202608
663,MORRISONS,20192019839572335
664,WAITROSE,4700137172
665,ICELAND,626/1423
666,COOP,TI00914037
667,COSTCO,407554
668,ASDA,7000176727
669,TESCO,1002100636317
670,MORRISONS,20211077667073
671,ONESTOP,INV-108016
672,MANDS,1800636023
673,WAITROSE,4700075322
674,SAINSBURYS,RP6246/U0200/001
675,COOP,TI01270284
676,MORRISONS,2023GL TRANSFER
677,SAINSBURYS,FD365253 / 01
678,BOOKER,90700705
679,AMAZON,2083526205VCBSIN
680,ASDA,7000072630
681,MORRISONS,2020956109603
682,MANDS,1800603521
683,ICELAND,684/2621
684,MANDS,5100697551
685,COOP,TI01158313
686,WAITROSE,4700193313
687,COOP,TI01250937
688,MORRISONS,20232385182017
689,SAINSBURYS,RP8257/U0200/004
690,ASDA,7000035643
691,TESCO,2100226352
692,MORRISONS,20211060857952
693,MORRISONS,20221602461313
694,SAINSBURYS,RP6520/U0200/001
695,TESCO,2100768415
696,SAINSBURYS,RP5958/U0200/00
697,SAINSBURYS,FD374615
698,SAINSBURYS,RP1105/U0200/001
699,SAINSBURYS,RP6349/U0200/004
700,UNITAS,UNSC0005618
701,COOP,TI00957605
702,COOP,TI01271276
703,SAINSBURYS,RP9848/U0200/004
704,SAINSBURYS,RP9226/U0200/004
705,NISA,T277973
706,BESTWAY,965819
707,COOP,TI00984142
708,ICELAND,10/4222
709,MORRISONS,20232408127526
710,SAINSBURYS,RP2600/U0200/001
711,MORRISONS,2020910960081
712,ICELAND,421/4822
713,SAINSBURYS,12185.36
714,ASDA,7000027754
715,COOP,TI01278409
716,COOP,TI00867568
717,ICELAND,151/3123
718,ASDA,7000105055
719,MORRISONS,20221609204446
720,COOP,TI00862509
721,COOP,TI00998655
722,COOP,TI01043562
723,COOP,TI01045973
724,WAITROSE,4700198253
725,TESCO,2100883587
726,COOP,TI00912481
727,NISA,T313997
728,COOP,TI01288557
729,TESCO,2100649458
730,SAINSBURYS,RP5695/U0200/004
731,WAITROSE,70171364107
732,AMAZON,5800817522
733,ASDA,7000094842
734,SAINSBURYS,RP7647/U0200/003
735,ICELAND,ADD13798/4320
736,COOP,TI01077607
737,SAINSBURYS,RP119/U0200/002
738,TESCO,2100410661
739,SAINSBURYS,FD357012 / 01
740,SAINSBURYS,RP27/U0200/001
741,MORRISONS,20211210773377
742,COOP,TI00890770
743,WAITROSE,4700097769
744,COOP,TI01179422
745,COOP,TI01195957
746,ASDA,7000125796
747,COOP,TI00884040
748,COSTCO,394016
749,COOP,TI01001775
750,ASDA,7000004368
751,SAINSBURYS,RP4279/U0200/002
752,SAINSBURYS,RP5812/U0200/006
753,COOP,TI00837605
754,BOOKER,90703598
755,COOP,TI00851006
756,ICELAND,ADD15073/2921
757,ICELAND,ADD17913/722
758,TESCO,2100799266
759,MORRISONS,20202253001O
760,COOP,TI01108567
761,ICELAND,ADD19533/2923
762,TESCO,2100396767
763,MORRISONS,2020992124981
764,MORRISONS,20201044653995
765,BESTWAY,942393
766,COOP,TI01166428
767,WAITROSE,4700215518
768,COOP,TI01284485
769,ASDA,7000138145
770,COOP,TI00852426
771,ICELAND,ADD15514/4021
772,MANDS,1800662441
773,ASDA,5450856508
774,ASDA,7000188069
775,TESCO,1002100594146
776,SAINSBURYS,RP9416/U0200/004
777,SAINSBURYS,RP4495/U0200/004
778,COOP,TI01016010
779,COOP,TI01129265
780,WAITROSE,4700124492
781,SAINSBURYS,RP5821/U0200/002
782,ICELAND,22606/2724
783,ASDA,94108390
784,MORRISONS,20221802925028
785,NISA,T321704
786,SAINSBURYS,RP6246/U0200/004
787,MORRISONS,20232199989845
788,ASDA,7000002824
789,COOP,TI00878027
790,NISA,T302202
791,WAITROSE,4700060782
792,COOP,TI01182070
793,TESCO,2100333174
794,MANDS,3001003
795,COOP,TI01001780
796,COOP,PCM112697
797,ASDA,7000063101
798,ASDA,7000082702
799,MORRISONS,20211127365288
800,MORRISONS,20211233221347
801,MCCOLLS,1179007L
802,ICELAND,ADD14736/2421
803,MANDS,1800653293
804,ASDA,7000080375
805,TESCO,1002100581335
806,SAINSBURYS,RP9879/U0200/001
807,SAINSBURYS,RP538/U0200/003
808,WAITROSE,70171398975
809,ICELAND,ADD16805/4322
810,TESCO,2100679035
811,MORRISONS,20221959466598
812,TESCO,2100883588
813,MORRISONS,20232351127551
814,NISA,R00225
815,TESCO,2100425434
816,SAINSBURYS,RP4135/U0200/002
817,MORRISONS,20211331052682
818,MANDS,1800623013
819,MORRISONS,20232151602166
820,ASDA,7000040759
821,TESCO,2100464401
822,COOP,TI00896181
823,COOP,TI01160523
824,SAINSBURYS,RP7852/U0200/002
825,TESCO,1002100489597
826,SAINSBURYS,RP3338/U0200/002
827,MORRISONS,20211432994218
828,AMAZON,5800868169
829,MORRISONS,20221980941342
830,BESTWAY,A01150166
831,TESCO,2100925087
832,MORRISONS,20211164419914
833,BESTWAY,927499
834,B & M STORES,PRICE CLIAMS
835,TESCO,1002100670043
836,COOP,TI01175538
837,SAINSBURYS,RP5391/U0200/002
838,SAINSBURYS,RP351/U0200/004
839,ASDA,7000042544
840,TESCO,2100509447
841,MORRISONS,2020939121331
842,AMAZON,5800380866
843,WAITROSE,70171313357
844,COOP,TI01071329
845,COOP,TI01111869
846,ASDA,7000138943
847,MORRISONS,2020931866646
848,MORRISONS,20211138674966
849,ICELAND,ADD14135/4820
850,ASDA,7000049307
851,ASDA,7000063786
852,TESCO,2100249832
853,NISA,T286665
854,ICELAND,ADD16164V/922
855,NISA,T303439
856,MORRISONS,20221980940513
857,MORRISONS,2020862584178
858,TESCO,2100682712
859,ASDA,7000166378
860,ASDA,7000167290
861,SAINSBURYS,RP148/U0200/003
862,NISA,T268389
863,ONESTOP,INV-109638
864,ASDA,6601004803
865,SAINSBURYS,RP983/U0200/002
866,MORRISONS,2020951595198
867,TESCO,2100263249
868,TESCO,2100656817
869,COOP,TI00888896
870,COOP,TI01026096
871,COOP,TI01142256
872,COOP,TI01216995
873,TESCO,2100613914
874,MORRISONS,2019831894905
875,MORRISONS,2019845070275
876,COOP,PCM083751
877,NISA,T280313
878,COOP,TI00964735
879,COSTCO,400027
880,MANDS,1586191122B0BD8
881,ASDA,7000149805
882,ASDA,7000165743
883,ASDA,7000146993
884,BOOKER,90749249
885,WAITROSE,70171397405
886,COOP,TC00089549
887,COOP,TI01074843
888,WAITROSE,4700260078
889,TESCO,2100470061
890,SPAR,123820
891,BOOKER,90726507
892,BESTWAY,1192714
893,MORRISONS,20221575928732
894,SAINSBURYS,RP5/U0200/004
895,SAINSBURYS,RP9535/U0200/004
896,TESCO,2100679037
897,BESTWAY,A01167835
898,TESCO,2100872369
899,ASDA,7000109195
900,ASDA,7000166899
901,SAINSBURYS,RP2832/U0200/002
902,ICELAND,151/0421
903,COOP,TI00937320
904,COOP,VI00028261
905,NISA,T270488
906,AMAZON,5800457296
907,COOP,TI01050783
908,COOP,TI01142259
909,MORRISONS,20232085103186
910,COOP,TI01282015
911,COOP,TI01285992
912,UNITAS,UNSI0019004
913,COOP,TI01043579
914,COOP,PCM108638
915,TESCO,2100584705
916,SAINSBURYS,RP6349/U0200/001
917,COOP,TI00985056
918,COOP,TI01014890
919,COOP,TI01083202
920,ICELAND,ADD19533/3023
921,SAINSBURYS,RP9922/U0200/004
922,MORRISONS,2020929650984
923,MORRISONS,20221461825757
924,SPAR,0000077545
925,ICELAND,123/5022
926,ASDA,7000095353
927,WAITROSE,70171267022
928,COOP,TI01285063
929,SAINSBURYS,RP8804/U0200/001
930,MORRISONS,20221716548638
931,COOP,TI00850995
932,COOP,TI00867288
933,BESTWAY,1141839
934,ASDA,7000172008
935,COOP,TI00873743
936,COOP,TI00925851
937,COOP,TI01090707
938,COOP,TI01084616
939,COOP,TI01093707
940,MORRISONS,20222002101101
941,TESCO,2100897471
942,ASDA,7000066401
943,MORRISONS,20211445832453
944,COOP,TI00855769
945,COOP,TI00903279
946,SAINSBURYS,DP1209202300028
947,MORRISONS,20211177071464
948,COOP,TI01007091
949,ICELAND,ADD16405/2622
950,MORRISONS,20202020862583572
951,SAINSBURYS,RP9440/U0200/002
952,TESCO,2100940199
953,MORRISONS,2019860490658
954,MORRISONS,20211345759670
955,MORRISONS,20221519064311
956,TESCO,2100893704
957,TESCO,2100402089
958,TESCO,1002100283233
959,MORRISONS,2020850085067
960,SPAR,BRCI14841-26080
961,AMAZON,2121451191
962,WAITROSE,4700052450
963,BOOKER,90783953
964,TESCO,2100569896
965,COOP,TI00827367
966,COOP,TI00918236
967,COOP,TI00946941
968,COOP,TI00989853
969,COOP,TI01222721
970,TESCO,2100872368
971,TESCO,2100401251
972,SAINSBURYS,RP7946/U0200/003
973,MORRISONS,20221938312760
974,MORRISONS,20232125218038
975,COOP,TI00816513
976,SAINSBURYS,FD363275 / 01
977,MORRISONS,20211467925169
978,MORRISONS,20221602461279
979,COOP,TI00836340
980,COOP,TI00918233
981,WAITROSE,70171352512
982,ICELAND,ADD18814/4822
983,BESTWAY,06621
984,SAINSBURYS,FD362642 / 01
985,SAINSBURYS,RP2897/U0200/001
986,COOP,TI00909798
987,WAITROSE,70171326967
988,MORRISONS,20222074766477
989,MORRISONS,2020867175331
990,MORRISONS,20211251861075
