,Vendor_Name,Retailer_Invoice
40741,WAITROSE,70171345451
40742,BESTWAY,992510
40743,ASDA,7000139374
40744,ASDA,7000028468
40745,TESCO,EL128952
40746,COOP,TI00829382
40747,COOP,TI00924568
40748,COOP,TI01025035
40749,ICELAND,ADD16405/2822
40750,COOP,TI01134438
40751,MORRISONS,20221856997523
40752,NISA,Doc 107089123 from P14 2022
40753,ASDA,7000051229
40754,TESCO,2100438331
40755,MORRISONS,20211052460120
40756,MORRISONS,20211368755337
40757,SPAR,45913
40758,WAITROSE,70171374389
40759,WAITROSE,4700226852
40760,COOP,TI01088374
40761,WAITROSE,4700133667
40762,SAINSBURYS,RP3869/U0200/004
40763,BOOKER,90798254
40764,AMAZON,5800966689
40765,SAINSBURYS,PD30835436
40766,ASDA,7000027536
40767,TESCO,2100501174
40768,SAINSBURYS,RP9153/U0200/002
40769,WAITROSE,70171275626
40770,COOP,TI01020694
40771,SAINSBURYS,RP6845/U0200/001
40772,ICELAND,151/3023
40773,SAINSBURYS,RP6078/U0200/004
40774,COOP,TI01271273
40775,WAITROSE,70171238877
40776,COOP,TI00909796
40777,COSTCO,385195
40778,SPAR,SL/C8452
40779,SAINSBURYS,SIN-202211-528
40780,COOP,PCM111258
40781,ASDA,7000119869
40782,SAINSBURYS,RP6669/U0200/004
40783,MANDS,10108687
40784,MANDS,1800673188
40785,ICELAND,923/0424
40786,COOP,TI01250945
40787,ASDA,7000017592
40788,COSTCO,395358
40789,COOP,TI01041110
40790,COOP,TI01181611
40791,SPAR,75360
40792,COOP,TI01114127
40793,COOP,PCM104773
40794,MORRISONS,39 BULK INVOICES
40795,NISA,T318429
40796,COOP,0094238502
40797,SAINSBURYS,RP9207/U0200/004
40798,BOOKER,90773086
40799,ASDA,7000128473
40800,MORRISONS,2020917755343
40801,MORRISONS,20201020500498
40802,COOP,TI00855783
40803,ICELAND,56805
40804,SAINSBURYS,RP1857/U0200/004
40805,WAITROSE,4700196369
40806,COOP,TI01220372
40807,ASDA,7000105092
40808,TESCO,2100638570
40809,MORRISONS,2020862582264
40810,MORRISONS,20221541150245
40811,WAITROSE,70171252399
40812,BESTWAY,953417
40813,SPAR,74470
40814,COOP,TI01022669
40815,COOP,TI01054142
40816,ICELAND,ADD16405/3322
40817,NISA,T310309
40818,ASDA,7000200029
40819,COOP,TI00969603
40820,AMAZON,IPAPUK1930824
40821,COOP,TI01160522
40822,TESCO,2100872374
40823,ICELAND,21276/1824
40824,COOP,TI00841665
40825,TESCO,2100745193
40826,TESCO,1002100545821
40827,MORRISONS,20221743650420
40828,NISA,T310312
40829,ASDA,7000031567
40830,ASDA,7000031584
40831,ASDA,7000051168
40832,MORRISONS,20211073565100
40833,COOP,TI00873746
40834,COOP,TI01045968
40835,TESCO,2100743820
40836,SAINSBURYS,RP9307/U0200/004
40837,WAITROSE,4700004181
40838,BESTWAY,1053050
40839,COOP,TI01108559
40840,COOP,TI01182078
40841,WAITROSE,4700172371
40842,SAINSBURYS,RP3802/U0200/003
40843,NISA,T307874
40844,TESCO,2100781510
40845,MORRISONS,20232251164454
40846,ASDA,7000131717
40847,MORRISONS,20202020867175332
40848,MORRISONS,2020966469166
40849,MORRISONS,20211345878579
40850,MANDS,51001362346
40851,COOP,TI01106849
40852,COOP,TI01171827
40853,SAINSBURYS,RP9811/U0200/003
40854,SAINSBURYS,RP1357/U0200/003
40855,MORRISONS,20211112374403
40856,MORRISONS,20211345879568
40857,COOP,TI00843556
40858,COOP,PCM091329
40859,COOP,TI01122081
40860,ASDA,PRICE CLAIM MAY
40861,COOP,TI01175542
40862,ASDA,7000066371
40863,SAINSBURYS,RP7694/U0200/003
40864,SAINSBURYS,FD368485 / 01
40865,MORRISONS,2019802569434
40866,MORRISONS,20211149503806
40867,ICELAND,858/4620
40868,COOP,TI00973493
40869,SAINSBURYS,RP2044/U0200/004
40870,SAINSBURYS,RP1190/U0200/004
40871,SAINSBURYS,RP9557/U0200/003
40872,COOP,TI00986666
40873,COOP,TI01024029
40874,COOP,TI01045062
40875,WAITROSE,70171394894
40876,TESCO,2100672826
40877,ASDA,6601007744
40878,SAINSBURYS,RP6908/U0200/004
40879,COOP,TI01295009
40880,MORRISONS,20211073564567
40881,COOP,CT TI00967751
40882,BOOKER,90783159
40883,TESCO,2100730287
40884,WAITROSE,4700234531
40885,COOP,TI01256887
40886,ASDA,7000119612
40887,ASDA,PRICE INC JAN 20
40888,MORRISONS,2020929650019
40889,ICELAND,ADD15075/2721
40890,COOP,TI00986669
40891,NISA,T306601
40892,COOP,TI01289975
40893,SAINSBURYS,RP18/U0200/003
40894,MORRISONS,20202020897738939
40895,BOOKER,90719879
40896,MANDS,5100902511
40897,MANDS,5101085713
40898,MORRISONS,20232272706505
40899,SAINSBURYS,RP2129/U0200/004
40900,MORRISONS,2020862584643
40901,AMAZON,5800921039
40902,WAITROSE,4700242848
40903,COOP,TI01101277
40904,ASDA,OWNBRAND PRICE C
40905,SAINSBURYS,RP2217/U0200/001
40906,MORRISONS,20202020864363892
40907,MORRISONS,20211280105847
40908,BESTWAY,860682
40909,COOP,TI00908463
40910,SAINSBURYS,RP779/U0200/003
40911,ICELAND,751/5223
40912,TESCO,2100480483
40913,AMAZON,5800821374
40914,BOOKER,90708697
40915,WAITROSE,70171387878
40916,WAITROSE,4700180899
40917,ASDA,7000170822
40918,TESCO,2100226355
40919,MORRISONS,20221743650633
40920,COOP,TI01054137
40921,TESCO,2100422315
40922,SAINSBURYS,RP9967/U0200/002
40923,COOP,TI00839411
40924,COOP,TI00907843
40925,COOP,TI00978092
40926,BOOKER,90792480
40927,BOOKER,90801898
40928,WAITROSE,4700195571
40929,TESCO,2100205530
40930,TESCO,2100520085
40931,MORRISONS,2020902273841
40932,BOOKER,90714840
40933,COOP,TI00973463C
40934,MORRISONS,20211199160543
40935,MANDS,1800629186
40936,TESCO,EL129653
40937,MANDS,1800636753
40938,WAITROSE,4700160991
40939,BOOKER,90815597
40940,ASDA,7000124416
40941,MORRISONS,20221515137624
40942,MANDS,1800624511
40943,TESCO,2100698743
40944,MORRISONS,20221490939311
40945,ICELAND,ADD13798/4620
40946,NISA,T277663
40947,COOP,TI00975798
40948,ASDA,7000080086
40949,TESCO,2100916480
40950,SAINSBURYS,RP287/U0200/004
40951,SAINSBURYS,RP9542/U0200/003
40952,MORRISONS,20211067001233
40953,MORRISONS,20211359355409
40954,COOP,TI00845300
40955,ICELAND,1801828479
40956,COOP,TI01089015
40957,COOP,TI01093712
40958,ASDA,7000074952
40959,TESCO,2100520082
40960,MORRISONS,2020898987219
40961,ICELAND,ADD13318/3420
40962,COOP,TI00967775
40963,MANDS,1800614741
40964,SPAR,D80457
40965,AMAZON,PRICE CLAIM
40966,TESCO,2100270717
40967,SAINSBURYS,RP9261/U0200/001
40968,MORRISONS,20221548268317
40969,WAITROSE,70171229696
40970,NISA,T310222
40971,BOOKER,94089468
40972,TESCO,1002100696798
40973,MORRISONS,20222019089880
40974,TESCO,2100856467
40975,SAINSBURYS,RP1174/U0200/002
40976,COOP,TI00892136
40977,COOP,TI00967766
40978,COOP,TI00996535
40979,ASDA,7000030881
40980,TESCO,2100563427
40981,SAINSBURYS,RP8847/U0200/004
40982,MORRISONS,20211403233412
40983,WAITROSE,4700037261
40984,MORRISONS,20221990650483
40985,ASDA,7000070709
40986,ASDA,7000144901
40987,SAINSBURYS,RP2756/U0200/001
40988,SAINSBURYS,RP2450/U0200/001
40989,ICELAND,ADD12970/3220
40990,WAITROSE,4700113518
40991,COOP,TI01166416
40992,TESCO,2100825823
40993,COOP,TI01246776
40994,SAINSBURYS,RP9693/U0200/001
40995,ASDA,7000059288
40996,COOP,TI01247416
40997,TESCO,2100854537
40998,COOP,TI01265225
40999,ASDA,7000013331
41000,TESCO,2100347988
41001,SAINSBURYS,RP222/U0200/001
41002,SAINSBURYS,RP8066/U0200/003
41003,NISA,T273568
41004,NISA,T310264
41005,BOOKER,90792189
41006,ICELAND,390/4323
41007,SAINSBURYS,RP8100/U0200/001
41008,WAITROSE,4700264328
41009,ASDA,7000029132
41010,TESCO,2100619153
41011,COOP,TI00868789
41012,WAITROSE,70171331528
41013,WAITROSE,4700167237
41014,SAINSBURYS,RP5649/U0200/001
41015,MORRISONS,20211287623698
41016,BESTWAY,945810
41017,WAITROSE,4700036024
41018,COOP,PCM100632
41019,ASDA,7000096119
41020,AMAZON,7503650368
41021,TESCO,2100419518
41022,SAINSBURYS,RP3765/U0200/002
41023,COOP,TI01155966
41024,ASDA,7000066629
41025,ASDA,7000022956
41026,SAINSBURYS,RP9214/U0200/000
41027,BESTWAY,911184
41028,MCCOLLS,1181010L
41029,WAITROSE,70171361176
41030,NISA,T289667
41031,COOP,TI01183193
41032,MORRISONS,20221586378821
41033,COOP,TI00978096
41034,NISA,T287529
41035,COOP,TI01152654
41036,COOP,TI01283967
41037,TESCO,2100402090
41038,MORRISONS,20221699240238
41039,WAITROSE,4700135623
41040,BOOKER,90794136
41041,WAITROSE,4700237518
41042,SAINSBURYS,RP6560/U0200/001
41043,COOP,TI00876816
41044,COOP,TI00928945
41045,COOP,TI01125101
41046,SAINSBURYS,RP5823/U0200/004
41047,SAINSBURYS,RP3636/U0200/003
41048,MORRISONS,2019847526971
41049,MORRISONS,20202020891628345
41050,COOP,TI00916643
41051,ICELAND,ADD17422/4722
41052,BESTWAY,1092554
41053,COOP,TI01161827
41054,BESTWAY,A01135588
41055,SAINSBURYS,RP6475/U0200/004
41056,COOP,TI00933884
41057,MANDS,5101694361
41058,SAINSBURYS,RP8898/U0200/00
41059,BESTWAY,908752
41060,COOP,TI00908469
41061,COOP,TI01026105
41062,SAINSBURYS,RP3688/U0200/002
41063,WAITROSE,70171381161
41064,COOP,TI01037423
41065,ASDA,7000100729
41066,TESCO,2100294827
41067,ASDA,7000096915
41068,TESCO,EL126626
41069,SAINSBURYS,RP8366/U0200/004
41070,ASDA,7000183254
41071,TESCO,2100247654
41072,SAINSBURYS,RP7549/U0200/001
41073,MORRISONS,2020935479616
41074,BESTWAY,A01144529
41075,TESCO,2100645733
41076,SAINSBURYS,RP2278/U0200/002
41077,COOP,TI00834312
41078,COOP,TI01027326
41079,UNITAS,UNSI0021218
41080,COOP,TI01152648
41081,ASDA,7000066611
41082,TESCO,2100928907
41083,ICELAND,224/4721
41084,ASDA,7000090746
41085,NISA,13807
41086,COOP,TI01013549
41087,UNITAS,UNSI0019557
41088,TESCO,2100945243
41089,SAINSBURYS,RP1329/U0200/004
41090,COOP,TI00834315
41091,COOP,TI00850992
41092,COOP,TI00876813
41093,BESTWAY,1069875
41094,COOP,TI01163949
41095,MORRISONS,20221867849716
41096,COOP,TI01185818
41097,TESCO,2100549953
41098,MORRISONS,20211157695139
41099,MORRISONS,20211418241448
41100,NISA,NISA
41101,COOP,TI00969618
41102,COOP,0094027500
41103,COOP,TI01054118
41104,BOOKER,90820719
41105,MANDS,1800610708
41106,MANDS,1800660009
41107,ASDA,7000179568
41108,ASDA,7000021491
41109,ICELAND,20866V/2424
41110,TESCO,2100918098
41111,MORRISONS,2020872234075
41112,BOOKER,90696741
41113,NISA,T277679
41114,AMAZON,2121643083
41115,ASDA,7000164748
41116,SAINSBURYS,SIN-48488
41117,MORRISONS,2020875860922
41118,TESCO,2100728168
41119,WAITROSE,4700165069
41120,TESCO,2100834742
41121,BOOKER,90817608
41122,SAINSBURYS,RP6867/U0200/004
41123,COOP,TI00982486
41124,WAITROSE,4700069473
41125,ICELAND,427/3523
41126,WAITROSE,4700233050
41127,BOOKER,90810859
41128,NISA,T323652
41129,TESCO,2100570117
41130,MORRISONS,2020979678230
41131,MORRISONS,20211119575886
41132,COOP,VI00014851
41133,COOP,TI00955705
41134,ASDA,7000029770
41135,ASDA,7000076655
41136,SAINSBURYS,RP4384/U0200/003
41137,SAINSBURYS,RP7021/U0200/003
41138,MORRISONS,2020856159838
41139,MORRISONS,2020878898742
41140,BESTWAY,1058725
41141,BESTWAY,1103738
41142,ICELAND,ADD19646/2623
41143,ASDA,7000018167
41144,MORRISONS,20211215553017
41145,MORRISONS,20221769887825
41146,WAITROSE,70171321690
41147,ICELAND,626/0923
41148,BESTWAY,1116952
41149,BOOKER,90719519
41150,COOP,TI00985057
41151,BOOKER,90768347
41152,WAITROSE,4700165066
41153,ICELAND,390/4123
41154,COOP,TI00906363
41155,COSTCO,DF418836-1
41156,COOP,CI00073574
41157,COOP,TI01190156
41158,MORRISONS,20232230670687
41159,MORRISONS,20232315365050
41160,TESCO,2100472810
41161,COOP,TI00937336
41162,ICELAND,ADD16726/3922
41163,SAINSBURYS,RP5628/U0100/004
41164,COOP,TI01216116
41165,BESTWAY,A01144930
41166,ASDA,7000061200
41167,SAINSBURYS,RP2204/U0200/00
41168,COOP,TI00830767
41169,ICELAND,147/5220
41170,SAINSBURYS,RP163/U0200/001
41171,TESCO,2100312460
41172,TESCO,EL119397
41173,COOP,TI00909773
41174,MORRISONS,20232019089458
41175,SPAR,0000081545
41176,MORRISONS,20232251162735
41177,ASDA,7000067806
41178,TESCO,2100402074
41179,ICELAND,WH: 13380/4020
41180,COOP,TI00986658
41181,MORRISONS,2019805741165
41182,COOP,TI00892111
41183,UNITAS,UNSI0016967
41184,SPAR,LCII29658
41185,BOOKER,90739104
41186,COOP,TI01046889
41187,COOP,TI01248536
41188,TESCO,2100458442
41189,MORRISONS,20211182260173
41190,SAINSBURYS,RP5846/U0200/001
41191,SPAR,74801
41192,COOP,VI00020750
41193,ASDA,7000193260
41194,TESCO,1002100578122
41195,BOOKER,90788547
41196,ASDA,7000108538
41197,COOP,TI01188664
41198,BESTWAY,1177515
41199,MORRISONS,202093947670 VAT
41200,MORRISONS,20201007122828
41201,COOP,TI00873820
41202,COOP,PCM094511
41203,WAITROSE,7012008278
41204,MORRISONS,20211980941671
41205,SAINSBURYS,RP2409/U0200/002
41206,MORRISONS,20221565711302
41207,ICELAND,1801843448
41208,COOP,TI01173808
41209,TESCO,2100544044
41210,SAINSBURYS,RP1254/U0200/003
41211,MORRISONS,2020862583571.
41212,MORRISONS,20211549951069
41213,ICELAND,ADD16406/2622
41214,ASDA,7000111972
41215,TESCO,2100725249
41216,ICELAND,22390V/2724
41217,MORRISONS,20201004195825
41218,WAITROSE,4700185483
41219,MORRISONS,20232353689360
41220,ASDA,7000040533
41221,ASDA,7000012763
41222,MORRISONS,20202020864364455
41223,MORRISONS,20211157697136
41224,MORRISONS,20221620159505
41225,COOP,TI01105604
41226,NISA,T323134
41227,BOOKER,90812190
41228,MORRISONS,20232286746018
41229,TESCO,2100435662
41230,TESCO,1002100674772
41231,WAITROSE,70171351547
41232,COOP,TI00969617
41233,COOP,TI01007085
41234,BOOKER,90764064
41235,BOOKER,90764060
41236,COOP,TI01107778
41237,SPAR,80253
41238,ASDA,7000002825
41239,SAINSBURYS,RP3368/U0200/001
41240,SAINSBURYS,RP6727/U0200/001
41241,MORRISONS,2020020_871057846
41242,COOP,TI00886020
41243,COOP,TI00967739
41244,COOP,TI01118775
41245,COOP,TI01166430
41246,TESCO,0093923818
41247,MORRISONS,20211418239889
41248,MORRISONS,20221580872691
41249,COOP,TI00867290
41250,WAITROSE,70171298941
41251,ICELAND,ADD16164V/522
41252,COOP,TI01095684
41253,MORRISONS,20221856997635
41254,COOP,TI01285985
41255,MORRISONS,20211157696486
41256,BOOKER,90705293
41257,NISA,T273211
41258,COOP,TI01005722
41259,COOP,TI01092106
41260,MORRISONS,20221898461148
41261,ASDA,7000090930
41262,B & M STORES,11644A
41263,SAINSBURYS,RP231/U0200/002
41264,MORRISONS,20221898462448
41265,BOOKER,90811010
41266,BESTWAY,422195-UT
41267,BESTWAY,953217
41268,ASDA,7000091552
41269,MORRISONS,20202020867176340
41270,MORRISONS,20221609203324
41271,ICELAND,427/3023
41272,TESCO,1002100644269
41273,COOP,TI00787622
41274,WAITROSE,4700024621
41275,WAITROSE,4700062119
41276,SAINSBURYS,RP3270/U0200/003
41277,COOP,TI01036263
41278,COOP,TI01076503
41279,COOP,TI01122090
41280,AMAZON,5800772339
41281,TESCO,1002100223133
41282,TESCO,2100470064
41283,ICELAND,150/4720
41284,ICELAND,ADD17466/4722
41285,COOP,TI01126999
41286,AMAZON,2084733925VCBSIN
41287,COOP,TI01236006
41288,ASDA,7000013199
41289,MORRISONS,2020850847055
41290,COOP,TI00907829
41291,BESTWAY,983106
41292,MANDS,1800642098
41293,SAINSBURYS,RP324/U0200/001
41294,COOP,TI00848581
41295,UNITAS,UNSI0026457
41296,TESCO,2100535047
41297,SAINSBURYS,RP8252/U0200/003
41298,COOP,VI00019720
41299,COOP,TI01046916
41300,COOP,TI01084600
41301,COOP,TI01096314
41302,ASDA,7000072053
41303,ASDA,7000161612
41304,SAINSBURYS,RP8635/U0200/004
41305,SAINSBURYS,RP36/U0200/003
41306,MORRISONS,20221479581095
41307,COOP,PCM102484
41308,NISA,T324975
41309,ASDA,7000089504
41310,ASDA,7000188074
41311,COOP,TI00836321
41312,COOP,TI00952373
41313,BOOKER,90765315
41314,COOP,TI01118772
41315,BOOKER,90784496
41316,SAINSBURYS,PD10775189
41317,MORRISONS,20221743650204
41318,BESTWAY,957824
41319,SPAR,125003
41320,MORRISONS,20221990650059
41321,ASDA,7000016168
41322,TESCO,2100384389
41323,AMAZON,2121293714
41324,BESTWAY,1006164
41325,ASDA,7000010837
41326,ASDA,7000133849
41327,ICELAND,981/0620
41328,WAITROSE,70171354053
41329,COOP,TI01017528
41330,COOP,TI01052143
41331,ASDA,7000047367
41332,ASDA,7750885302
41333,MORRISONS,20232362146407
41334,TESCO,2100538909
41335,SAINSBURYS,RP7076/U0200/004
41336,AMAZON,5800616071
41337,MORRISONS,20221824184559
41338,TESCO,2100371507
41339,SAINSBURYS,RP6012/U0200/003
41340,WAITROSE,70171289511
41341,COOP,TI00962036
41342,WAITROSE,7012005938
41343,TESCO,EL135765
41344,ICELAND,578/4823
41345,ASDA,7000028602
41346,TESCO,2100497020
41347,MORRISONS,20211299722785
41348,MORRISONS,20211479581596
41349,WAITROSE,70171353963
41350,COOP,TI00982490
41351,COOP,TI00988133
41352,COOP,TI01216988
41353,BOOKER,90805844
41354,TESCO,2100565089
41355,SAINSBURYS,RP3018/U0200/001
41356,MORRISONS,2020734616076
41357,COOP,TI00948114
41358,WAITROSE,4700068396
41359,MANDS,5100151737
41360,TESCO,2100782468
41361,TESCO,1002100522918
41362,MORRISONS,20221467925830
41363,COOP,TI00841691
41364,ASDA,7000096306
41365,WAITROSE,4700095689
41366,BESTWAY,1169970/12/1799
41367,ASDA,7000081138
41368,SAINSBURYS,PD10789991
41369,MORRISONS,2020862583571
41370,COOP,TI00845332
41371,COOP,TI00920098
41372,COOP,TI01097260
41373,MORRISONS,20211177070212
41374,MORRISONS,20221479581109
41375,NISA,T268744
41376,UNITAS,UNSI0013782
41377,WAITROSE,70171404611
41378,COOP,TI01073065
41379,NISA,T326321
41380,MORRISONS,2020960704234
41381,COOP,TI00868795
41382,NISA,T310311
41383,ASDA,7000053705
41384,WAITROSE,4700250803
41385,MORRISONS,20211168877360
41386,COOP,TI01074854
41387,ICELAND,1802084294
41388,ASDA,7000160800
41389,TESCO,1002100587317
41390,MORRISONS,20211372179447
41391,COOP,TI00832690
41392,COOP,TI00937341
41393,ICELAND,222/4721
41394,COOP,TI01090708
41395,SAINSBURYS,RP1973/U0200/002
41396,COOP,TI01170361
41397,COOP,TI01190167
41398,TESCO,2100354311
41399,SAINSBURYS,RP3623/U0200/001
41400,WAITROSE,70171281209
41401,MANDS,158621033055
41402,SAINSBURYS,RP8547/U0200/002
41403,SAINSBURYS,RP4828/U0100/004
41404,TESCO,2100866879
41405,TESCO,2100388146
41406,TESCO,1002100668811
41407,COOP,TI00882320
41408,BOOKER,90795045
41409,SAINSBURYS,RP4271/U0200/002
41410,MORRISONS,20211044653328
41411,BOOKER,90703291
41412,BESTWAY,919640
41413,COOP,TC00087790
41414,ICELAND,685/3221
41415,COOP,TI00975789
41416,MORRISONS,20202019819426853
41417,MORRISONS,20211215553631
41418,MORRISONS,20211392499962
41419,MCCOLLS,F0001169
41420,COOP,TI01093703
41421,AMAZON,2084217814VCBSIN
41422,SPAR,SL/C10039
41423,COOP,TI01224819
41424,MORRISONS,20200093878648
41425,WAITROSE,4700030175
41426,WAITROSE,4700224272
41427,MORRISONS,20232315364997
41428,TESCO,2100342977
41429,SAINSBURYS,PD00760222
41430,AMAZON,5800400288
41431,ICELAND,ADD14264/121
41432,COOP,TI01117026
41433,SAINSBURYS,RP3091/U0200/001
41434,MORRISONS,20211246718627
41435,COOP,TI00993232
41436,ASDA,6601011481
41437,SPAR,30/149728
41438,WAITROSE,4700252038
41439,ICELAND,ADD21304/2424
41440,ASDA,1020500496
41441,SAINSBURYS,RP5685/U0200/001
41442,BOOKER,90701436
41443,ICELAND,20036/1224
41444,BOOKER,90712545
41445,WAITROSE,70171271589
41446,BOOKER,90718407
41447,COOP,TI00945352
41448,COOP,TI01001781
41449,COOP,TI01016019
41450,ASDA,7000153075
41451,ICELAND,20668/1624
41452,SAINSBURYS,RP5762/U0200/004
41453,SAINSBURYS,RP2073/U0200/003
41454,BOOKER,90712674
41455,BOOKER,90762072
41456,COOP,TI01172843
41457,MORRISONS,20222002100453
41458,UNITAS,UNSI0025891
41459,ASDA,7000050832
41460,SAINSBURYS,RP3779/U0200/002
41461,SAINSBURYS,RP9524/U0200/002
41462,ICELAND,ADD13648/3820
41463,TESCO,2100802467
41464,TESCO,2100877246
41465,MORRISONS,20211190530326
41466,BOOKER,90725442
41467,SPAR,LCII28424
41468,AMAZON,5800741934
41469,MORRISONS,20232333193969
41470,TESCO,2100468494
41471,LIDL,22576
41472,ICELAND,1800093165
41473,ICELAND,22158/2324
41474,ASDA,7000045805
41475,MORRISONS,2020592794642 CT
41476,BESTWAY,785260-UT
41477,COOP,TI01138582
41478,SAINSBURYS,RP6078/U0200/002
41479,SPAR,D80621
41480,WAITROSE,4700264332
41481,SAINSBURYS,RP9735/U0200/001
41482,SAINSBURYS,RP1498/U0200/001
41483,MORRISONS,20211399277954
41484,COOP,TI00948096
41485,BOOKER,90764530
41486,COOP,TI01046899
41487,MANDS,5101881325
41488,ASDA,7000105756
41489,MORRISONS,20211354864278
41490,COOP,TI00952350
41491,BOOKER,90803404
41492,ICELAND,752/5123
41493,TESCO,2100867065
41494,ASDA,7000092021
41495,MORRISONS,20211119576293
41496,AMAZON,5800711180
41497,COOP,VI00022907
41498,NISA,T320754
41499,AMAZON,2121303813
41500,COOP,TI00970629
41501,WAITROSE,4700059372
41502,AMAZON,2084033783VCBSIN
41503,COOP,VI00026397
41504,NISA,T321593
41505,NISA,R00177
41506,ICELAND,ADD13321/3220
41507,BESTWAY,959780
41508,SAINSBURYS,RP2267/U0200/001
41509,ICELAND,ADD19529/2523
41510,TESCO,2100497019
41511,SAINSBURYS,RP2847/U0200/001
41512,SAINSBURYS,RP3022/U0200/003
41513,MORRISONS,2020891626770
41514,SAINSBURYS,RP7320/U0200/003
41515,SAINSBURYS,RP4222/U0200/004
41516,SPAR,0000075115
41517,NISA,T307876
41518,ASDA,7000001575
41519,BOOKER,90725792
41520,SPAR,LCII40960
41521,WAITROSE,4700260244
41522,BESTWAY,A01167830
41523,WAITROSE,70171327970
41524,COOP,TI01072110
41525,TESCO,2100762576
41526,MORRISONS,20222085104603
41527,MORRISONS,20221653540829
41528,COOP,TI00841675
41529,TESCO,2100395819
41530,MORRISONS,20211164417765
41531,WAITROSE,70171337976
41532,NISA,T284545
41533,COOP,TI01180654
41534,COOP,TI01251896
41535,TESCO,EL119242
41536,SAINSBURYS,RP3381/U0200/004
41537,SAINSBURYS,RP2861/U0200/002
41538,MORRISONS,20211083188203
41539,MORRISONS,20211530518086
41540,BESTWAY,958109
41541,WAITROSE,4700222954
41542,TESCO,2100347026
41543,BOOKER,90724474
41544,COOP,TI01063890
41545,MORRISONS,20211280106143
41546,COOP,TI01134439
41547,MORRISONS,20232450256697
41548,BESTWAY,1085429
41549,COOP,TI01234580
41550,SAINSBURYS,RP6046/U0200/001
41551,MORRISONS,2019835122416
41552,MORRISONS,20211331055007
41553,MORRISONS,20211294757851
41554,MORRISONS,20211424122809
41555,WAITROSE,70171212371 CT
41556,COOP,TI01122091
41557,COOP,TI01145333
41558,TESCO,EL136449
41559,SAINSBURYS,RP8257/U0200/002
41560,SAINSBURYS,RP18/U0200/002
41561,MORRISONS,20211210775329
41562,ICELAND,ADD12970/3120
41563,BESTWAY,953407
41564,COOP,TI00990845
41565,WAITROSE,4700034549
41566,SAINSBURYS,RP3893/U0200/002
41567,TESCO,2100802473
41568,ASDA,7000080831
41569,SAINSBURYS,FD367443 / 01
41570,MANDS,5101555031
41571,BESTWAY,1106809
41572,BOOKER,90802816
41573,MORRISONS,2020960706313
41574,MORRISONS,20221743650430
41575,COOP,TI01013536
41576,AMAZON,5800720583
41577,LIDL,PRICE CLAIMS
41578,MORRISONS,20232304256481
41579,ASDA,7000052433
41580,WAITROSE,70171348458
41581,COSTCO,DF425366-1
41582,ASDA,7000137095
41583,MORRISONS,20221990648361
41584,ICELAND,1801999127
41585,COOP,TI00880541
41586,AMAZON,5800469608
41587,WAITROSE,4700052605
41588,TESCO,2100732406
41589,TESCO,2100402087
41590,SAINSBURYS,RP10/U0200/003
41591,SAINSBURYS,RP847/U0200/003
41592,COOP,TI00839401
41593,COOP,TI01079327
41594,TESCO,2100702639
41595,COOP,TI01246777
41596,SAINSBURYS,PD10778556
41597,WAITROSE,70171233309
41598,MANDS,F01586-196.67
41599,ICELAND,961/3821
41600,BESTWAY,1090374
41601,BOOKER,90789713
41602,BOOKER,90793258
41603,ASDA,7000132531
41604,NISA,T278166
41605,COOP,TI01005718
41606,BOOKER,90771512
41607,COOP,TI01148241
41608,COOP,TI01172900
41609,TESCO,2100220811
41610,SAINSBURYS,RP369/U0200/002
41611,MORRISONS,20221653541469
41612,COOP,TI00838075
41613,COOP,TI00973457
41614,LIDL,24078
41615,COOP,TI01251894
41616,BESTWAY,A01181522
41617,ASDA,7000165895
41618,SAINSBURYS,RP853/U0200/001
41619,SAINSBURYS,RP7603/U0200/002
41620,ICELAND,ADD18481/1123
41621,TESCO,2100944725
41622,SAINSBURYS,RP3773/U0200/002
41623,SAINSBURYS,RP5142/U0200/002
41624,MORRISONS,20221519062677
41625,BOOKER,90713714
41626,MANDS,5100323689 93976
41627,WAITROSE,4700058905
41628,BESTWAY,1066499
41629,ICELAND,7/4322
41630,BESTWAY,1066504
41631,TESCO,1002100636536
41632,BOOKER,90696216
41633,MORRISONS,20221847040103
41634,SAINSBURYS,RP2553/U0200/002
41635,SAINSBURYS,SSLWHP000089RR
41636,COOP,TI00830755
41637,BOOKER,90725787
41638,NISA,T282794
41639,COOP,TI00996542
41640,TESCO,2100797818
41641,COOP,TI01230429
41642,TESCO,2100315494
41643,TESCO,1002100589125
41644,MORRISONS,20211373984113
41645,COOP,TI00879460
41646,ASDA,7000132518
41647,ASDA,7000174264
41648,TESCO,1002100574624
41649,SPAR,LCII21472-26080
41650,ICELAND,ADD14494/221
41651,WAITROSE,70171347064
41652,COOP,TI01033726
41653,ASDA,7000145990
41654,MORRISONS,20211099093890
41655,ICELAND,ADD14245/221
41656,ICELAND,ADD16427/2322
41657,COOP,TI01117015
41658,NISA,T320157
41659,SPAR,0000081546
41660,TESCO,2100294826
41661,ICELAND,1801849801
41662,COOP,TI01101272
41663,NISA,T311133
41664,TESCO,2100756850
41665,COOP,TI01233793
41666,COOP,PCM111460
41667,WAITROSE,70171338753
41668,TESCO,2100315491
41669,TESCO,2100652963
41670,SAINSBURYS,RP3675/U0200/001
41671,BESTWAY,954280
41672,COOP,TI01073042
